Format Version,1.23,Take Name,Apr17_Sand_No_1,Take Notes,,Capture Frame Rate,120.000000,Export Frame Rate,120.000000,Capture Start Time,2026-04-17 05.15.20.295 PM,Capture Start Frame,7208744,Total Frames in Take,4210,Total Exported Frames,4210,Rotation Type,Quaternion,Length Units,Meters,Coordinate Space,Global

,Type,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
3496,29.133000,0.000283,-0.000076,-0.003511,0.999994,0.482133,-0.029042,0.235570,0.470701,-0.029846,0.243427,0.481103,-0.028340,0.276506,0.494596,-0.028939,0.186776,-0.002508,0.000960,-0.005062,0.999984,0.276116,-0.070452,0.149611,0.273033,-0.074755,0.191373,0.254454,-0.058591,0.134812,0.300861,-0.078009,0.122649,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.470772,-0.029840,0.243438,0.481014,-0.028347,0.276561,0.494578,-0.028942,0.186734,0.273119,-0.074788,0.191322,0.254532,-0.058606,0.134668,0.300443,-0.077884,0.123113
3497,29.142000,-0.000037,-0.000031,-0.002378,0.999997,0.482150,-0.029041,0.235568,0.470720,-0.029866,0.243427,0.481122,-0.028316,0.276504,0.494608,-0.028942,0.186773,-0.003355,0.001661,-0.007632,0.999964,0.276068,-0.070540,0.149630,0.273021,-0.074757,0.191404,0.254447,-0.058593,0.134841,0.300735,-0.078270,0.122646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.470795,-0.029860,0.243436,0.481027,-0.028322,0.276568,0.494589,-0.028944,0.186727,0.273114,-0.074793,0.191351,0.254537,-0.058613,0.134681,0.300238,-0.078114,0.123184
3498,29.150000,-0.000009,0.000072,-0.002210,0.999998,0.482137,-0.029061,0.235568,0.470709,-0.029891,0.243430,0.481118,-0.028339,0.276504,0.494585,-0.028955,0.186770,-0.003171,0.001502,-0.007360,0.999967,0.276075,-0.070531,0.149616,0.273017,-0.074765,0.191387,0.254452,-0.058590,0.134824,0.300755,-0.078238,0.122637,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.470784,-0.029885,0.243421,0.481028,-0.028345,0.276581,0.494563,-0.028958,0.186735,0.273112,-0.074800,0.191318,0.254540,-0.058611,0.134674,0.300234,-0.078077,0.123228
3499,29.158000,0.000069,-0.000085,-0.002404,0.999997,0.482150,-0.029047,0.235571,0.470719,-0.029873,0.243429,0.481118,-0.028330,0.276506,0.494613,-0.028938,0.186777,-0.003093,0.001473,-0.007480,0.999966,0.276082,-0.070512,0.149613,0.273021,-0.074752,0.191383,0.254463,-0.058564,0.134822,0.300763,-0.078221,0.122635,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.470783,-0.029868,0.243420,0.481043,-0.028335,0.276565,0.494593,-0.028940,0.186752,0.273109,-0.074783,0.191317,0.254556,-0.058588,0.134685,0.300271,-0.078068,0.123171
3500,29.167000,0.000179,0.000037,-0.002112,0.999998,0.482133,-0.029056,0.235567,0.470704,-0.029890,0.243428,0.481110,-0.028348,0.276503,0.494584,-0.028928,0.186771,-0.002825,0.001034,-0.006007,0.999977,0.276082,-0.070490,0.149617,0.272997,-0.074761,0.191382,0.254440,-0.058597,0.134813,0.300808,-0.078111,0.122656,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.470770,-0.029884,0.243428,0.481027,-0.028354,0.276572,0.494566,-0.028931,0.186732,0.273075,-0.074789,0.191327,0.254532,-0.058622,0.134685,0.300376,-0.077974,0.123106
3501,29.175000,0.000132,-0.000007,-0.002615,0.999997,0.482142,-0.029035,0.235574,0.470712,-0.029858,0.243434,0.481116,-0.028323,0.276510,0.494597,-0.028925,0.186779,-0.002372,0.000716,-0.004549,0.999987,0.276105,-0.070439,0.149630,0.273006,-0.074757,0.191389,0.254439,-0.058596,0.134823,0.300871,-0.077964,0.122677,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.470780,-0.029852,0.243438,0.481031,-0.028329,0.276568,0.494579,-0.028928,0.186742,0.273080,-0.074786,0.191355,0.254532,-0.058620,0.134686,0.300470,-0.077835,0.123062
3502,29.183000,-0.000014,0.000102,-0.002204,0.999998,0.482141,-0.029036,0.235566,0.470713,-0.029866,0.243429,0.481124,-0.028313,0.276502,0.494586,-0.028930,0.186768,-0.002559,0.000914,-0.004992,0.999984,0.276099,-0.070455,0.149617,0.273012,-0.074755,0.191379,0.254437,-0.058598,0.134815,0.300847,-0.078012,0.122658,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.470781,-0.029860,0.243429,0.481041,-0.028319,0.276560,0.494567,-0.028932,0.186735,0.273078,-0.074780,0.191345,0.254531,-0.058624,0.134693,0.300474,-0.077890,0.123003
3503,29.192000,0.000039,0.000024,-0.002397,0.999997,0.482132,-0.029063,0.235577,0.470703,-0.029889,0.243437,0.481109,-0.028344,0.276512,0.494585,-0.028957,0.186780,-0.002053,0.000655,-0.004154,0.999989,0.276106,-0.070437,0.149617,0.273005,-0.074785,0.191373,0.254432,-0.058602,0.134815,0.300881,-0.077926,0.122663,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.470773,-0.029883,0.243449,0.481020,-0.028351,0.276569,0.494568,-0.028959,0.186736,0.273073,-0.074810,0.191332,0.254525,-0.058628,0.134696,0.300501,-0.077803,0.123028
3504,29.200000,-0.000124,-0.000001,-0.001377,0.999999,0.482151,-0.029048,0.235577,0.470723,-0.029895,0.243437,0.481124,-0.028317,0.276512,0.494605,-0.028932,0.186781,-0.002314,0.000537,-0.003472,0.999991,0.276094,-0.070425,0.149612,0.272990,-0.074755,0.191370,0.254407,-0.058628,0.134799,0.300885,-0.077894,0.122667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.470785,-0.029889,0.243432,0.481053,-0.028323,0.276553,0.494585,-0.028934,0.186763,0.273059,-0.074781,0.191327,0.254503,-0.058654,0.134677,0.300487,-0.077767,0.123050
3505,29.208000,-0.000009,-0.000006,-0.002348,0.999997,0.482149,-0.029046,0.235574,0.470719,-0.029872,0.243434,0.481123,-0.028323,0.276509,0.494605,-0.028943,0.186778,-0.002408,0.000924,-0.004337,0.999987,0.276104,-0.070450,0.149613,0.273024,-0.074766,0.191374,0.254426,-0.058617,0.134815,0.300861,-0.077966,0.122651,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.470789,-0.029866,0.243441,0.481036,-0.028330,0.276556,0.494585,-0.028946,0.186744,0.273099,-0.074794,0.191331,0.254517,-0.058640,0.134684,0.300456,-0.077839,0.123056
3506,29.217000,0.000216,-0.000058,-0.003227,0.999995,0.482166,-0.029043,0.235570,0.470734,-0.029853,0.243428,0.481137,-0.028336,0.276505,0.494626,-0.028940,0.186775,-0.002743,0.001048,-0.004950,0.999983,0.276115,-0.070446,0.149629,0.273040,-0.074730,0.191394,0.254448,-0.058596,0.134828,0.300857,-0.078010,0.122666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.470802,-0.029847,0.243426,0.481053,-0.028342,0.276576,0.494607,-0.028942,0.186738,0.273106,-0.074754,0.191344,0.254553,-0.058629,0.134716,0.300436,-0.077873,0.123058
3507,29.225000,0.000348,-0.000047,-0.002682,0.999996,0.482173,-0.029043,0.235557,0.470742,-0.029867,0.243415,0.481144,-0.028348,0.276493,0.494633,-0.028913,0.186763,-0.002277,0.000889,-0.004718,0.999986,0.276123,-0.070431,0.149613,0.273037,-0.074756,0.191372,0.254456,-0.058578,0.134816,0.300877,-0.077959,0.122650,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.470834,-0.029860,0.243403,0.481041,-0.028356,0.276565,0.494603,-0.028917,0.186734,0.273118,-0.074787,0.191329,0.254547,-0.058600,0.134674,0.300448,-0.077824,0.123088
3508,29.233000,0.000261,-0.000009,-0.002903,0.999996,0.482168,-0.029046,0.235558,0.470738,-0.029864,0.243417,0.481143,-0.028344,0.276494,0.494624,-0.028930,0.186763,-0.002150,0.000895,-0.005713,0.999981,0.276141,-0.070410,0.149609,0.273047,-0.074740,0.191367,0.254497,-0.058510,0.134815,0.300880,-0.077981,0.122644,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.470820,-0.029857,0.243411,0.481049,-0.028351,0.276549,0.494598,-0.028933,0.186738,0.273123,-0.074768,0.191322,0.254596,-0.058537,0.134680,0.300437,-0.077839,0.123078
3509,29.242000,0.000230,0.000044,-0.002895,0.999996,0.482155,-0.029059,0.235572,0.470725,-0.029876,0.243433,0.481134,-0.028354,0.276508,0.494606,-0.028946,0.186776,-0.002347,0.000928,-0.005223,0.999983,0.276119,-0.070449,0.149620,0.273032,-0.074765,0.191380,0.254462,-0.058576,0.134823,0.300863,-0.078006,0.122656,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.470802,-0.029870,0.243425,0.481047,-0.028360,0.276564,0.494581,-0.028949,0.186751,0.273107,-0.074794,0.191340,0.254558,-0.058601,0.134686,0.300442,-0.077870,0.123067
3510,29.250000,0.000077,0.000062,-0.002734,0.999996,0.482157,-0.029062,0.235573,0.470728,-0.029881,0.243434,0.481137,-0.028345,0.276509,0.494606,-0.028960,0.186776,-0.002454,0.000938,-0.005398,0.999982,0.276124,-0.070444,0.149630,0.273036,-0.074750,0.191391,0.254471,-0.058567,0.134831,0.300865,-0.078015,0.122668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.470804,-0.029874,0.243446,0.481040,-0.028352,0.276562,0.494586,-0.028963,0.186735,0.273112,-0.074779,0.191352,0.254565,-0.058591,0.134694,0.300452,-0.077883,0.123074
3511,29.258000,0.000230,-0.000027,-0.002663,0.999996,0.482156,-0.029048,0.235585,0.470726,-0.029870,0.243444,0.481129,-0.028343,0.276521,0.494614,-0.028929,0.186790,-0.002459,0.000825,-0.005324,0.999982,0.276118,-0.070441,0.149664,0.273021,-0.074747,0.191425,0.254467,-0.058567,0.134860,0.300866,-0.078009,0.122708,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.470783,-0.029865,0.243455,0.481056,-0.028349,0.276562,0.494600,-0.028931,0.186757,0.273090,-0.074773,0.191387,0.254572,-0.058598,0.134734,0.300445,-0.077870,0.123092
3512,29.267000,0.000219,-0.000044,-0.002314,0.999997,0.482169,-0.029054,0.235576,0.470739,-0.029884,0.243435,0.481140,-0.028349,0.276512,0.494628,-0.028927,0.186782,-0.002621,0.000978,-0.004918,0.999984,0.276117,-0.070469,0.149642,0.273037,-0.074764,0.191405,0.254451,-0.058618,0.134840,0.300863,-0.078026,0.122680,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.470821,-0.029877,0.243442,0.481037,-0.028357,0.276566,0.494605,-0.028930,0.186746,0.273110,-0.074791,0.191357,0.254553,-0.058646,0.134712,0.300424,-0.077884,0.123104
3513,29.275000,0.002084,0.000906,-0.008000,0.999965,0.482231,-0.029136,0.235555,0.470807,-0.029866,0.243433,0.481287,-0.028573,0.276496,0.494600,-0.028969,0.186738,-0.002620,0.000971,-0.005374,0.999982,0.276106,-0.070485,0.149626,0.273021,-0.074777,0.191388,0.254451,-0.058614,0.134824,0.300845,-0.078064,0.122664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.470799,-0.029866,0.243436,0.481297,-0.028574,0.276478,0.494602,-0.028969,0.186745,0.273094,-0.074803,0.191330,0.254548,-0.058641,0.134706,0.300417,-0.077929,0.123098
3514,29.283000,0.000512,0.000202,-0.003434,0.999994,0.482180,-0.029092,0.235568,0.470752,-0.029902,0.243431,0.481173,-0.028410,0.276504,0.494616,-0.028966,0.186767,-0.002433,0.000997,-0.005700,0.999980,0.276118,-0.070466,0.149621,0.273032,-0.074772,0.191382,0.254470,-0.058575,0.134824,0.300851,-0.078051,0.122655,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.470805,-0.029899,0.243439,0.481106,-0.028413,0.276541,0.494602,-0.028967,0.186738,0.273112,-0.074803,0.191339,0.254563,-0.058598,0.134683,0.300421,-0.077915,0.123089
3515,29.292000,0.000096,-0.000104,-0.003062,0.999995,0.482161,-0.029047,0.235580,0.470729,-0.029859,0.243438,0.481128,-0.028331,0.276516,0.494626,-0.028952,0.186787,-0.002491,0.001084,-0.006126,0.999978,0.276136,-0.070455,0.149625,0.273053,-0.074753,0.191388,0.254496,-0.058547,0.134832,0.300858,-0.078064,0.122657,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.470800,-0.029852,0.243452,0.481036,-0.028339,0.276561,0.494608,-0.028954,0.186747,0.273126,-0.074780,0.191338,0.254595,-0.058576,0.134708,0.300430,-0.077926,0.123075
3516,29.300000,-0.000101,-0.000054,-0.001780,0.999998,0.482180,-0.029053,0.235583,0.470750,-0.029891,0.243442,0.481149,-0.028324,0.276519,0.494640,-0.028945,0.186789,-0.002452,0.000878,-0.005335,0.999982,0.276131,-0.070450,0.149632,0.273039,-0.074756,0.191393,0.254478,-0.058575,0.134831,0.300876,-0.078018,0.122673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.470837,-0.029884,0.243445,0.481043,-0.028332,0.276585,0.494615,-0.028948,0.186750,0.273112,-0.074783,0.191348,0.254577,-0.058603,0.134703,0.300453,-0.077881,0.123083
3517,29.308000,0.000281,0.000033,-0.003119,0.999995,0.482157,-0.029043,0.235589,0.470727,-0.029856,0.243449,0.481135,-0.028342,0.276525,0.494609,-0.028931,0.186792,-0.002663,0.000916,-0.005143,0.999983,0.276111,-0.070477,0.149648,0.273024,-0.074767,0.191411,0.254453,-0.058617,0.134843,0.300857,-0.078047,0.122690,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.470795,-0.029850,0.243458,0.481050,-0.028349,0.276572,0.494591,-0.028934,0.186757,0.273091,-0.074792,0.191367,0.254556,-0.058648,0.134725,0.300443,-0.077911,0.123073
3518,29.317000,-0.000038,0.000055,-0.001947,0.999998,0.482165,-0.029040,0.235589,0.470737,-0.029875,0.243451,0.481143,-0.028315,0.276525,0.494614,-0.028929,0.186792,-0.002604,0.000990,-0.005251,0.999982,0.276110,-0.070461,0.149651,0.273028,-0.074756,0.191414,0.254452,-0.058595,0.134851,0.300850,-0.078033,0.122689,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.470787,-0.029870,0.243476,0.481075,-0.028320,0.276548,0.494605,-0.028931,0.186754,0.273096,-0.074781,0.191371,0.254556,-0.058626,0.134730,0.300432,-0.077896,0.123077
3519,29.325000,0.000083,-0.000054,-0.003113,0.999995,0.482170,-0.029051,0.235598,0.470738,-0.029861,0.243457,0.481141,-0.028334,0.276534,0.494630,-0.028958,0.186804,-0.002448,0.000502,-0.003862,0.999989,0.276137,-0.070443,0.149638,0.273027,-0.074759,0.191396,0.254461,-0.058632,0.134820,0.300925,-0.077938,0.122697,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.470800,-0.029855,0.243469,0.481062,-0.028340,0.276571,0.494614,-0.028960,0.186772,0.273082,-0.074783,0.191389,0.254532,-0.058649,0.134702,0.300457,-0.077783,0.123115
3520,29.333000,-0.000022,-0.000068,-0.002009,0.999998,0.482179,-0.029062,0.235583,0.470749,-0.029896,0.243442,0.481148,-0.028338,0.276519,0.494641,-0.028952,0.186789,-0.002710,0.001101,-0.006185,0.999977,0.276122,-0.070470,0.149636,0.273041,-0.074750,0.191401,0.254483,-0.058566,0.134838,0.300842,-0.078094,0.122670,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.470823,-0.029889,0.243454,0.481052,-0.028345,0.276580,0.494622,-0.028954,0.186742,0.273112,-0.074776,0.191359,0.254587,-0.058595,0.134711,0.300408,-0.077953,0.123077
3521,29.342000,0.000247,-0.000071,-0.003505,0.999994,0.482178,-0.029065,0.235582,0.470745,-0.029869,0.243439,0.481148,-0.028361,0.276517,0.494640,-0.028966,0.186788,-0.002343,0.000871,-0.004999,0.999984,0.276131,-0.070462,0.149637,0.273041,-0.074779,0.191397,0.254471,-0.058598,0.134837,0.300882,-0.078007,0.122676,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.470828,-0.029862,0.243446,0.481045,-0.028369,0.276577,0.494617,-0.028969,0.186749,0.273113,-0.074805,0.191347,0.254571,-0.058628,0.134715,0.300445,-0.077865,0.123101
3522,29.350000,0.000201,-0.000124,-0.002442,0.999997,0.482177,-0.029061,0.235577,0.470745,-0.029888,0.243434,0.481141,-0.028355,0.276513,0.494644,-0.028940,0.186784,-0.002740,0.000914,-0.004937,0.999984,0.276125,-0.070456,0.149643,0.273039,-0.074741,0.191407,0.254462,-0.058607,0.134836,0.300874,-0.078020,0.122686,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.470818,-0.029882,0.243441,0.481049,-0.028361,0.276576,0.494625,-0.028942,0.186741,0.273106,-0.074765,0.191358,0.254569,-0.058640,0.134721,0.300442,-0.077879,0.123086
3523,29.358000,0.000055,-0.000049,-0.002721,0.999996,0.482176,-0.029048,0.235576,0.470745,-0.029867,0.243434,0.481147,-0.028329,0.276511,0.494636,-0.028948,0.186781,-0.002504,0.000987,-0.005504,0.999981,0.276131,-0.070458,0.149631,0.273046,-0.074759,0.191393,0.254479,-0.058577,0.134833,0.300867,-0.078037,0.122667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.470825,-0.029860,0.243437,0.481050,-0.028337,0.276564,0.494612,-0.028951,0.186750,0.273119,-0.074787,0.191355,0.254580,-0.058605,0.134700,0.300442,-0.077898,0.123068
3524,29.367000,0.000100,-0.000029,-0.002283,0.999997,0.482166,-0.029074,0.235585,0.470736,-0.029903,0.243445,0.481138,-0.028360,0.276521,0.494624,-0.028959,0.186790,-0.002291,0.000637,-0.004478,0.999987,0.276131,-0.070444,0.149652,0.273026,-0.074769,0.191410,0.254466,-0.058602,0.134844,0.300902,-0.077961,0.122703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.470811,-0.029897,0.243452,0.481043,-0.028367,0.276579,0.494604,-0.028961,0.186750,0.273102,-0.074798,0.191371,0.254562,-0.058627,0.134708,0.300480,-0.077825,0.123112
3525,29.375000,-0.000115,-0.000041,-0.001880,0.999998,0.482174,-0.029073,0.235582,0.470745,-0.029909,0.243441,0.481145,-0.028343,0.276518,0.494633,-0.028969,0.186787,-0.002477,0.000805,-0.004977,0.999984,0.276120,-0.070473,0.149657,0.273025,-0.074780,0.191418,0.254461,-0.058615,0.134851,0.300875,-0.078025,0.122702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.470819,-0.029902,0.243444,0.481053,-0.028349,0.276574,0.494612,-0.028972,0.186753,0.273098,-0.074808,0.191383,0.254568,-0.058644,0.134714,0.300434,-0.077881,0.123104
3526,29.383000,0.000090,0.000053,-0.001974,0.999998,0.482183,-0.029047,0.235591,0.470755,-0.029884,0.243453,0.481161,-0.028333,0.276527,0.494632,-0.028925,0.186794,-0.002613,0.000919,-0.005154,0.999983,0.276121,-0.070456,0.149645,0.273034,-0.074751,0.191407,0.254463,-0.058595,0.134841,0.300867,-0.078024,0.122686,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.470833,-0.029877,0.243456,0.481066,-0.028340,0.276580,0.494610,-0.028928,0.186762,0.273111,-0.074779,0.191360,0.254561,-0.058621,0.134708,0.300429,-0.077884,0.123119
3527,29.392000,0.000166,-0.000084,-0.002650,0.999997,0.482181,-0.029053,0.235582,0.470750,-0.029876,0.243440,0.481149,-0.028344,0.276517,0.494645,-0.028941,0.186788,-0.001400,0.000474,-0.002229,0.999996,0.276194,-0.070361,0.149594,0.273095,-0.074775,0.191343,0.254479,-0.058590,0.134799,0.301007,-0.077718,0.122639,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.470827,-0.029869,0.243445,0.481054,-0.028351,0.276567,0.494623,-0.028943,0.186755,0.273122,-0.074789,0.191358,0.254580,-0.058623,0.134712,0.300770,-0.077629,0.122759
3528,29.400000,-0.000066,-0.000018,-0.002633,0.999997,0.482189,-0.029045,0.235594,0.470759,-0.029864,0.243454,0.481163,-0.028317,0.276530,0.494646,-0.028955,0.186799,-0.001247,0.000883,-0.002283,0.999996,0.276197,-0.070345,0.149571,0.273132,-0.074771,0.191321,0.254472,-0.058567,0.134798,0.300987,-0.077697,0.122593,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.470829,-0.029858,0.243464,0.481075,-0.028323,0.276569,0.494627,-0.028957,0.186767,0.273129,-0.074776,0.191365,0.254603,-0.058617,0.134732,0.300818,-0.077622,0.122599
3529,29.408000,0.000130,-0.000045,-0.002663,0.999996,0.482168,-0.029069,0.235605,0.470737,-0.029890,0.243463,0.481139,-0.028356,0.276540,0.494627,-0.028960,0.186810,-0.001076,-0.000182,-0.001200,0.999999,0.276186,-0.070301,0.149643,0.273041,-0.074748,0.191385,0.254467,-0.058565,0.134828,0.301049,-0.077589,0.122716,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.470806,-0.029884,0.243476,0.481050,-0.028363,0.276581,0.494609,-0.028962,0.186775,0.273076,-0.074762,0.191381,0.254586,-0.058605,0.134737,0.300731,-0.077474,0.122904
3530,29.417000,0.000028,-0.000028,-0.002093,0.999998,0.482174,-0.029064,0.235588,0.470745,-0.029896,0.243447,0.481146,-0.028344,0.276523,0.494632,-0.028951,0.186793,-0.002226,0.000573,-0.004174,0.999989,0.276146,-0.070435,0.149646,0.273038,-0.074768,0.191403,0.254474,-0.058604,0.134837,0.300924,-0.077934,0.122699,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.470812,-0.029890,0.243455,0.481060,-0.028350,0.276585,0.494615,-0.028953,0.186750,0.273104,-0.074792,0.191360,0.254583,-0.058636,0.134717,0.300482,-0.077791,0.123098
3531,29.425000,0.000139,0.000029,-0.002484,0.999997,0.482176,-0.029065,0.235587,0.470747,-0.029890,0.243447,0.481153,-0.028353,0.276523,0.494629,-0.028951,0.186790,-0.003168,0.001325,-0.006573,0.999973,0.276098,-0.070534,0.149659,0.273032,-0.074773,0.191428,0.254462,-0.058627,0.134859,0.300800,-0.078202,0.122688,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.470824,-0.029884,0.243451,0.481059,-0.028361,0.276579,0.494607,-0.028953,0.186755,0.273121,-0.074807,0.191373,0.254557,-0.058650,0.134709,0.300308,-0.078047,0.123209
3532,29.433000,0.000210,-0.000036,-0.003027,0.999995,0.482178,-0.029052,0.235578,0.470747,-0.029866,0.243437,0.481151,-0.028345,0.276514,0.494637,-0.028944,0.186783,-0.003766,0.001705,-0.007482,0.999964,0.276088,-0.070562,0.149633,0.273047,-0.074746,0.191410,0.254462,-0.058634,0.134836,0.300756,-0.078307,0.122653,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.470821,-0.029859,0.243440,0.481058,-0.028351,0.276581,0.494617,-0.028947,0.186742,0.273134,-0.074777,0.191342,0.254563,-0.058662,0.134697,0.300233,-0.078140,0.123209
3533,29.442000,-0.000020,0.000026,-0.002198,0.999998,0.482192,-0.029061,0.235570,0.470763,-0.029891,0.243431,0.481168,-0.028337,0.276506,0.494644,-0.028955,0.186774,-0.003190,0.001494,-0.007925,0.999962,0.276099,-0.070525,0.149633,0.273036,-0.074754,0.191404,0.254490,-0.058560,0.134840,0.300771,-0.078260,0.122655,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.470848,-0.029883,0.243446,0.481058,-0.028345,0.276558,0.494622,-0.028958,0.186730,0.273113,-0.074781,0.191344,0.254597,-0.058592,0.134712,0.300281,-0.078099,0.123140
3534,29.450000,-0.000060,-0.000053,-0.002476,0.999997,0.482182,-0.029049,0.235586,0.470752,-0.029871,0.243445,0.481153,-0.028321,0.276521,0.494643,-0.028954,0.186791,-0.002759,0.001216,-0.006188,0.999976,0.276122,-0.070490,0.149623,0.273050,-0.074766,0.191388,0.254480,-0.058588,0.134828,0.300836,-0.078117,0.122651,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.470819,-0.029865,0.243458,0.481067,-0.028328,0.276559,0.494625,-0.028956,0.186757,0.273129,-0.074796,0.191344,0.254572,-0.058612,0.134690,0.300407,-0.077979,0.123086
3535,29.458000,0.000010,-0.000097,-0.002560,0.999997,0.482172,-0.029062,0.235576,0.470740,-0.029884,0.243434,0.481139,-0.028340,0.276512,0.494636,-0.028962,0.186783,-0.002635,0.001057,-0.006182,0.999977,0.276135,-0.070475,0.149615,0.273050,-0.074761,0.191378,0.254497,-0.058570,0.134817,0.300857,-0.078095,0.122650,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.470812,-0.029877,0.243446,0.481047,-0.028347,0.276558,0.494617,-0.028965,0.186745,0.273118,-0.074787,0.191334,0.254589,-0.058595,0.134699,0.300475,-0.077972,0.123023
3536,29.467000,0.000050,-0.000028,-0.002382,0.999997,0.482168,-0.029067,0.235584,0.470738,-0.029893,0.243443,0.481141,-0.028348,0.276519,0.494626,-0.028959,0.186789,-0.002442,0.000712,-0.004696,0.999986,0.276149,-0.070444,0.149619,0.273049,-0.074755,0.191379,0.254487,-0.058596,0.134811,0.300913,-0.077979,0.122668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.470813,-0.029887,0.243448,0.481049,-0.028355,0.276564,0.494605,-0.028961,0.186759,0.273114,-0.074779,0.191339,0.254584,-0.058625,0.134695,0.300529,-0.077853,0.123024
3537,29.475000,0.000097,0.000050,-0.002456,0.999997,0.482166,-0.029052,0.235577,0.470737,-0.029878,0.243438,0.481145,-0.028338,0.276513,0.494616,-0.028942,0.186780,-0.002210,0.000829,-0.004829,0.999986,0.276140,-0.070456,0.149615,0.273047,-0.074786,0.191374,0.254476,-0.058597,0.134817,0.300895,-0.077986,0.122655,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.470816,-0.029871,0.243438,0.481050,-0.028345,0.276573,0.494593,-0.028944,0.186747,0.273122,-0.074815,0.191338,0.254562,-0.058617,0.134682,0.300513,-0.077866,0.123038
