Format Version,1.23,Take Name,Apr17_Sand_Des_3,Take Notes,,Capture Frame Rate,120.000000,Export Frame Rate,120.000000,Capture Start Time,2026-04-17 06.44.54.322 PM,Capture Start Frame,7853625,Total Frames in Take,17196,Total Exported Frames,17196,Rotation Type,Quaternion,Length Units,Meters,Coordinate Space,Global

,Type,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
7946,66.217000,-0.087330,-0.136649,-0.045139,0.985730,0.573056,-0.034032,0.281321,0.572033,-0.035395,0.322080,0.562144,-0.034683,0.289295,0.584993,-0.032017,0.232587,-0.018564,0.091676,-0.000356,0.995616,0.357090,-0.068733,0.247549,0.331121,-0.055349,0.244711,0.366473,-0.074436,0.212973,0.373676,-0.076413,0.284962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.572280,-0.035407,0.322715,0.561975,-0.034687,0.289240,0.585075,-0.032008,0.232410,0.330938,-0.055259,0.244532,0.366467,-0.074433,0.212947,0.373890,-0.076518,0.285194
7947,66.225000,-0.087208,-0.136620,-0.045697,0.985719,0.573058,-0.034035,0.281320,0.572031,-0.035413,0.322079,0.562145,-0.034678,0.289294,0.584999,-0.032014,0.232587,-0.019310,0.091825,-0.000745,0.995588,0.357073,-0.068741,0.247560,0.331112,-0.055345,0.244710,0.366443,-0.074504,0.212991,0.373665,-0.076374,0.284981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.572254,-0.035427,0.322709,0.561992,-0.034681,0.289233,0.585073,-0.032006,0.232420,0.330915,-0.055248,0.244532,0.366444,-0.074505,0.212958,0.373876,-0.076477,0.285211
7948,66.233000,-0.087127,-0.136698,-0.046107,0.985696,0.573049,-0.034039,0.281312,0.572011,-0.035427,0.322070,0.562133,-0.034676,0.289282,0.585003,-0.032015,0.232582,-0.018738,0.091630,-0.000600,0.995617,0.357092,-0.068741,0.247529,0.331130,-0.055347,0.244683,0.366476,-0.074462,0.212956,0.373672,-0.076415,0.284946,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.572235,-0.035441,0.322714,0.561975,-0.034679,0.289227,0.585082,-0.032006,0.232402,0.330949,-0.055258,0.244511,0.366471,-0.074461,0.212912,0.373880,-0.076517,0.285191
7949,66.242000,-0.087436,-0.136654,-0.045351,0.985710,0.573066,-0.034039,0.281331,0.572040,-0.035396,0.322091,0.562153,-0.034685,0.289306,0.585005,-0.032037,0.232597,-0.019062,0.091809,-0.000815,0.995594,0.357062,-0.068760,0.247536,0.331104,-0.055358,0.244690,0.366432,-0.074508,0.212964,0.373652,-0.076413,0.284953,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.572268,-0.035406,0.322720,0.561992,-0.034690,0.289251,0.585084,-0.032028,0.232420,0.330927,-0.055270,0.244515,0.366423,-0.074504,0.212920,0.373866,-0.076518,0.285207
7950,66.250000,-0.087230,-0.136511,-0.045977,0.985719,0.573058,-0.034031,0.281336,0.572036,-0.035411,0.322095,0.562145,-0.034668,0.289311,0.584992,-0.032015,0.232601,-0.018893,0.091906,-0.000675,0.995588,0.357077,-0.068732,0.247553,0.331114,-0.055335,0.244718,0.366441,-0.074465,0.212977,0.373675,-0.076395,0.284964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.572251,-0.035427,0.322726,0.561995,-0.034670,0.289254,0.585066,-0.032007,0.232427,0.330940,-0.055249,0.244539,0.366429,-0.074460,0.212941,0.373893,-0.076501,0.285217
7951,66.258000,-0.086955,-0.136589,-0.045644,0.985748,0.573047,-0.034037,0.281332,0.572022,-0.035436,0.322090,0.562134,-0.034686,0.289306,0.584985,-0.031990,0.232600,-0.018658,0.091654,-0.000941,0.995616,0.357074,-0.068738,0.247566,0.331121,-0.055325,0.244723,0.366453,-0.074462,0.212992,0.373649,-0.076426,0.284982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.572243,-0.035447,0.322707,0.561978,-0.034691,0.289252,0.585063,-0.031981,0.232424,0.330920,-0.055226,0.244537,0.366451,-0.074462,0.212952,0.373877,-0.076538,0.285239
7952,66.267000,-0.087205,-0.136574,-0.044892,0.985762,0.573056,-0.034043,0.281310,0.572041,-0.035414,0.322070,0.562146,-0.034701,0.289287,0.584982,-0.032013,0.232574,-0.018836,0.091748,-0.000494,0.995604,0.357070,-0.068716,0.247552,0.331103,-0.055329,0.244710,0.366447,-0.074441,0.212978,0.373660,-0.076379,0.284967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.572249,-0.035426,0.322693,0.561994,-0.034706,0.289234,0.585059,-0.032004,0.232394,0.330919,-0.055238,0.244532,0.366441,-0.074439,0.212946,0.373874,-0.076485,0.285207
7953,66.275000,-0.087361,-0.136574,-0.045322,0.985729,0.573064,-0.034032,0.281317,0.572045,-0.035394,0.322077,0.562153,-0.034679,0.289293,0.584995,-0.032022,0.232582,-0.019214,0.091808,-0.000878,0.995591,0.357072,-0.068735,0.247563,0.331114,-0.055332,0.244714,0.366441,-0.074495,0.212993,0.373660,-0.076379,0.284983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.572271,-0.035410,0.322731,0.561995,-0.034682,0.289236,0.585074,-0.032013,0.232401,0.330902,-0.055226,0.244535,0.366448,-0.074500,0.212949,0.373876,-0.076485,0.285223
7954,66.283000,-0.087343,-0.136653,-0.045068,0.985731,0.573056,-0.034033,0.281316,0.572033,-0.035395,0.322076,0.562144,-0.034686,0.289291,0.584992,-0.032019,0.232582,-0.018896,0.091793,-0.000716,0.995599,0.357078,-0.068769,0.247566,0.331117,-0.055370,0.244725,0.366450,-0.074503,0.212992,0.373668,-0.076433,0.284981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.572274,-0.035406,0.322731,0.561978,-0.034691,0.289234,0.585073,-0.032010,0.232402,0.330928,-0.055277,0.244539,0.366444,-0.074500,0.212973,0.373891,-0.076543,0.285217
7955,66.292000,-0.087171,-0.136565,-0.045603,0.985734,0.573049,-0.034027,0.281321,0.572027,-0.035407,0.322080,0.562136,-0.034672,0.289296,0.584983,-0.032001,0.232587,-0.019314,0.091854,-0.000772,0.995585,0.357066,-0.068732,0.247545,0.331105,-0.055335,0.244696,0.366433,-0.074496,0.212975,0.373659,-0.076365,0.284965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.572255,-0.035422,0.322724,0.561979,-0.034675,0.289237,0.585061,-0.031992,0.232411,0.330938,-0.055253,0.244523,0.366421,-0.074491,0.212946,0.373864,-0.076466,0.285199
7956,66.300000,-0.087187,-0.136661,-0.045816,0.985709,0.573049,-0.034044,0.281326,0.572017,-0.035425,0.322084,0.562134,-0.034685,0.289298,0.584995,-0.032022,0.232594,-0.018849,0.091810,-0.000806,0.995598,0.357064,-0.068744,0.247560,0.331105,-0.055340,0.244721,0.366433,-0.074477,0.212986,0.373653,-0.076414,0.284974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.572237,-0.035437,0.322701,0.561978,-0.034689,0.289243,0.585073,-0.032014,0.232420,0.330916,-0.055246,0.244544,0.366431,-0.074477,0.212962,0.373860,-0.076516,0.285195
7957,66.308000,-0.087372,-0.136540,-0.045293,0.985734,0.573061,-0.034026,0.281313,0.572045,-0.035388,0.322072,0.562150,-0.034674,0.289289,0.584988,-0.032017,0.232576,-0.019000,0.091617,-0.000401,0.995613,0.357064,-0.068717,0.247550,0.331095,-0.055336,0.244698,0.366451,-0.074450,0.212980,0.373645,-0.076365,0.284972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.572259,-0.035399,0.322692,0.561993,-0.034679,0.289241,0.585068,-0.032008,0.232391,0.330916,-0.055248,0.244532,0.366449,-0.074450,0.212947,0.373838,-0.076459,0.285188
7958,66.317000,-0.087108,-0.136571,-0.045924,0.985724,0.573050,-0.034041,0.281320,0.572024,-0.035430,0.322078,0.562137,-0.034681,0.289294,0.584989,-0.032012,0.232587,-0.018668,0.091822,-0.000892,0.995600,0.357080,-0.068739,0.247543,0.331124,-0.055329,0.244709,0.366447,-0.074462,0.212966,0.373668,-0.076425,0.284954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.572251,-0.035445,0.322711,0.561982,-0.034683,0.289233,0.585064,-0.032004,0.232419,0.330923,-0.055229,0.244527,0.366448,-0.074463,0.212930,0.373887,-0.076533,0.285196
7959,66.325000,-0.087174,-0.136689,-0.044603,0.985762,0.573044,-0.034020,0.281327,0.572022,-0.035392,0.322086,0.562132,-0.034685,0.289301,0.584977,-0.031984,0.232593,-0.018999,0.091645,-0.000483,0.995610,0.357078,-0.068719,0.247555,0.331112,-0.055334,0.244704,0.366463,-0.074454,0.212985,0.373661,-0.076369,0.284976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.572265,-0.035399,0.322720,0.561971,-0.034692,0.289238,0.585054,-0.031976,0.232429,0.330930,-0.055244,0.244530,0.366457,-0.074453,0.212944,0.373870,-0.076471,0.285218
7960,66.333000,-0.087302,-0.136634,-0.045022,0.985740,0.573045,-0.034043,0.281311,0.572024,-0.035407,0.322070,0.562134,-0.034697,0.289286,0.584979,-0.032024,0.232576,-0.018542,0.091583,-0.000853,0.995624,0.357091,-0.068734,0.247535,0.331135,-0.055325,0.244691,0.366475,-0.074448,0.212961,0.373662,-0.076429,0.284951,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.572233,-0.035423,0.322699,0.561981,-0.034700,0.289235,0.585057,-0.032016,0.232392,0.330955,-0.055236,0.244522,0.366471,-0.074447,0.212919,0.373863,-0.076528,0.285186
7961,66.342000,-0.087205,-0.136432,-0.045917,0.985735,0.573050,-0.034042,0.281313,0.572036,-0.035423,0.322072,0.562139,-0.034681,0.289291,0.584976,-0.032022,0.232577,-0.018733,0.091659,-0.000735,0.995614,0.357065,-0.068726,0.247556,0.331105,-0.055325,0.244712,0.366445,-0.074450,0.212983,0.373644,-0.076403,0.284973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.572232,-0.035439,0.322712,0.561999,-0.034683,0.289232,0.585046,-0.032014,0.232401,0.330908,-0.055227,0.244537,0.366447,-0.074452,0.212939,0.373854,-0.076507,0.285214
7962,66.350000,-0.087262,-0.136504,-0.045915,0.985720,0.573060,-0.034019,0.281319,0.572040,-0.035396,0.322079,0.562148,-0.034657,0.289295,0.584992,-0.032006,0.232584,-0.018430,0.091548,-0.000110,0.995630,0.357085,-0.068737,0.247550,0.331110,-0.055365,0.244711,0.366479,-0.074425,0.212975,0.373666,-0.076421,0.284965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.572264,-0.035407,0.322697,0.561989,-0.034661,0.289242,0.585071,-0.031997,0.232408,0.330907,-0.055264,0.244534,0.366483,-0.074428,0.212929,0.373881,-0.076527,0.285211
7963,66.358000,-0.087187,-0.136571,-0.045127,0.985754,0.573051,-0.034033,0.281326,0.572034,-0.035408,0.322085,0.562140,-0.034688,0.289302,0.584980,-0.032004,0.232591,-0.018750,0.091771,-0.001089,0.995603,0.357079,-0.068713,0.247551,0.331128,-0.055294,0.244711,0.366448,-0.074447,0.212976,0.373660,-0.076398,0.284965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.572263,-0.035419,0.322710,0.561979,-0.034692,0.289247,0.585060,-0.031995,0.232414,0.330936,-0.055199,0.244532,0.366446,-0.074447,0.212940,0.373874,-0.076504,0.285205
7964,66.367000,-0.087003,-0.136410,-0.046614,0.985723,0.573054,-0.034048,0.281323,0.572033,-0.035451,0.322081,0.562141,-0.034676,0.289299,0.584987,-0.032015,0.232589,-0.018788,0.091803,-0.000560,0.995600,0.357078,-0.068741,0.247546,0.331113,-0.055349,0.244709,0.366450,-0.074464,0.212971,0.373671,-0.076409,0.284959,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.572233,-0.035470,0.322719,0.561992,-0.034678,0.289250,0.585065,-0.032007,0.232398,0.330933,-0.055260,0.244523,0.366439,-0.074459,0.212950,0.373895,-0.076519,0.285202
7965,66.375000,-0.087203,-0.136429,-0.045600,0.985750,0.573062,-0.034021,0.281321,0.572051,-0.035400,0.322081,0.562152,-0.034666,0.289300,0.584983,-0.031998,0.232584,-0.019069,0.091668,-0.000814,0.995607,0.357071,-0.068705,0.247552,0.331113,-0.055303,0.244699,0.366450,-0.074453,0.212983,0.373650,-0.076358,0.284974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.572282,-0.035409,0.322730,0.561988,-0.034672,0.289248,0.585066,-0.031988,0.232396,0.330951,-0.055223,0.244531,0.366439,-0.074448,0.212950,0.373847,-0.076454,0.285203
7966,66.383000,-0.087302,-0.136430,-0.046052,0.985720,0.573063,-0.034020,0.281328,0.572047,-0.035394,0.322087,0.562151,-0.034654,0.289305,0.584989,-0.032011,0.232591,-0.019195,0.091773,-0.000868,0.995595,0.357077,-0.068726,0.247546,0.331120,-0.055323,0.244695,0.366449,-0.074484,0.212977,0.373663,-0.076371,0.284967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.572258,-0.035409,0.322708,0.561994,-0.034656,0.289258,0.585070,-0.032002,0.232401,0.330944,-0.055237,0.244524,0.366441,-0.074482,0.212934,0.373869,-0.076472,0.285210
7967,66.392000,-0.087430,-0.136503,-0.044918,0.985751,0.573061,-0.034025,0.281322,0.572051,-0.035379,0.322082,0.562151,-0.034679,0.289300,0.584979,-0.032018,0.232583,-0.018824,0.091614,-0.000581,0.995617,0.357067,-0.068728,0.247563,0.331103,-0.055336,0.244715,0.366452,-0.074454,0.212992,0.373645,-0.076394,0.284983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.572274,-0.035389,0.322716,0.561992,-0.034685,0.289248,0.585059,-0.032008,0.232400,0.330904,-0.055237,0.244533,0.366452,-0.074455,0.212956,0.373864,-0.076501,0.285224
7968,66.400000,-0.087296,-0.136716,-0.044769,0.985740,0.573061,-0.034035,0.281314,0.572036,-0.035397,0.322074,0.562149,-0.034694,0.289288,0.584999,-0.032013,0.232581,-0.018541,0.091721,-0.000268,0.995612,0.357093,-0.068720,0.247548,0.331121,-0.055341,0.244714,0.366474,-0.074420,0.212971,0.373684,-0.076400,0.284959,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.572255,-0.035412,0.322719,0.561996,-0.034697,0.289230,0.585075,-0.032004,0.232404,0.330917,-0.055240,0.244531,0.366476,-0.074422,0.212940,0.373902,-0.076507,0.285193
7969,66.408000,-0.087159,-0.136568,-0.046351,0.985700,0.573059,-0.034033,0.281321,0.572028,-0.035421,0.322079,0.562144,-0.034664,0.289294,0.585003,-0.032013,0.232589,-0.018788,0.091581,-0.000450,0.995620,0.357070,-0.068727,0.247545,0.331103,-0.055342,0.244697,0.366459,-0.074448,0.212974,0.373648,-0.076393,0.284965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.572234,-0.035438,0.322705,0.561996,-0.034665,0.289239,0.585078,-0.032006,0.232412,0.330928,-0.055255,0.244531,0.366454,-0.074447,0.212935,0.373843,-0.076489,0.285192
7970,66.417000,-0.087291,-0.136577,-0.045542,0.985725,0.573063,-0.034023,0.281319,0.572041,-0.035393,0.322079,0.562151,-0.034667,0.289294,0.584998,-0.032008,0.232585,-0.019077,0.091801,-0.000773,0.995594,0.357070,-0.068740,0.247534,0.331110,-0.055340,0.244688,0.366440,-0.074488,0.212962,0.373659,-0.076391,0.284951,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.572252,-0.035401,0.322695,0.562003,-0.034673,0.289235,0.585070,-0.032000,0.232418,0.330954,-0.055264,0.244518,0.366425,-0.074480,0.212930,0.373859,-0.076489,0.285186
7971,66.425000,-0.087169,-0.136503,-0.045940,0.985727,0.573060,-0.034022,0.281322,0.572039,-0.035406,0.322081,0.562147,-0.034660,0.289298,0.584993,-0.031999,0.232588,-0.018867,0.091493,-0.000454,0.995627,0.357073,-0.068711,0.247562,0.331106,-0.055326,0.244707,0.366468,-0.074437,0.212994,0.373644,-0.076371,0.284986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.572246,-0.035421,0.322705,0.561999,-0.034662,0.289243,0.585067,-0.031991,0.232411,0.330921,-0.055234,0.244541,0.366469,-0.074439,0.212957,0.373838,-0.076466,0.285203
7972,66.433000,-0.087487,-0.136635,-0.045177,0.985716,0.573062,-0.034025,0.281318,0.572039,-0.035376,0.322078,0.562150,-0.034673,0.289293,0.584997,-0.032026,0.232583,-0.018795,0.091654,-0.000077,0.995614,0.357084,-0.068722,0.247537,0.331107,-0.055355,0.244693,0.366472,-0.074433,0.212964,0.373674,-0.076377,0.284954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.572270,-0.035386,0.322722,0.561991,-0.034678,0.289235,0.585075,-0.032017,0.232406,0.330946,-0.055275,0.244532,0.366462,-0.074430,0.212918,0.373864,-0.076469,0.285186
7973,66.442000,-0.087117,-0.136637,-0.045566,0.985731,0.573070,-0.034041,0.281328,0.572042,-0.035425,0.322087,0.562156,-0.034688,0.289302,0.585011,-0.032009,0.232596,-0.018718,0.091674,-0.000863,0.995613,0.357085,-0.068692,0.247542,0.331128,-0.055284,0.244698,0.366463,-0.074418,0.212969,0.373662,-0.076373,0.284958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.572239,-0.035441,0.322710,0.562012,-0.034690,0.289248,0.585084,-0.032001,0.232417,0.330941,-0.055191,0.244533,0.366464,-0.074419,0.212915,0.373863,-0.076471,0.285198
7974,66.450000,-0.087266,-0.136707,-0.045104,0.985729,0.573058,-0.034029,0.281325,0.572030,-0.035397,0.322084,0.562145,-0.034683,0.289298,0.585000,-0.032008,0.232593,-0.018788,0.091748,-0.000796,0.995605,0.357080,-0.068740,0.247539,0.331121,-0.055336,0.244698,0.366453,-0.074469,0.212965,0.373664,-0.076414,0.284954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.572268,-0.035408,0.322720,0.561981,-0.034688,0.289242,0.585080,-0.031999,0.232417,0.330929,-0.055241,0.244532,0.366458,-0.074472,0.212924,0.373859,-0.076510,0.285173
7975,66.458000,-0.087342,-0.136514,-0.045522,0.985730,0.573054,-0.034028,0.281327,0.572037,-0.035394,0.322086,0.562143,-0.034672,0.289304,0.584982,-0.032018,0.232591,-0.018877,0.091670,-0.000881,0.995610,0.357069,-0.068702,0.247563,0.331113,-0.055295,0.244716,0.366447,-0.074439,0.212992,0.373646,-0.076372,0.284983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.572268,-0.035408,0.322710,0.561980,-0.034675,0.289250,0.585062,-0.032009,0.232412,0.330920,-0.055199,0.244537,0.366446,-0.074440,0.212958,0.373859,-0.076477,0.285219
7976,66.467000,-0.087261,-0.136607,-0.044791,0.985757,0.573060,-0.034039,0.281330,0.572043,-0.035405,0.322089,0.562149,-0.034699,0.289306,0.584988,-0.032014,0.232594,-0.018830,0.091729,-0.000536,0.995606,0.357081,-0.068722,0.247547,0.331116,-0.055332,0.244705,0.366459,-0.074447,0.212974,0.373669,-0.076387,0.284963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.572265,-0.035415,0.322720,0.561992,-0.034704,0.289251,0.585065,-0.032005,0.232416,0.330938,-0.055244,0.244540,0.366458,-0.074448,0.212938,0.373860,-0.076480,0.285179
7977,66.475000,-0.087286,-0.136700,-0.045126,0.985727,0.573054,-0.034017,0.281325,0.572026,-0.035384,0.322084,0.562141,-0.034670,0.289298,0.584995,-0.031998,0.232592,-0.018543,0.091608,-0.000512,0.995622,0.357084,-0.068737,0.247540,0.331120,-0.055345,0.244699,0.366471,-0.074442,0.212966,0.373663,-0.076423,0.284956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.572270,-0.035397,0.322711,0.561975,-0.034673,0.289241,0.585075,-0.031990,0.232420,0.330940,-0.055256,0.244521,0.366462,-0.074439,0.212930,0.373879,-0.076529,0.285203
7978,66.483000,-0.087262,-0.136541,-0.045658,0.985727,0.573058,-0.034032,0.281330,0.572038,-0.035406,0.322089,0.562146,-0.034674,0.289306,0.584991,-0.032015,0.232595,-0.018629,0.091665,-0.000420,0.995616,0.357094,-0.068715,0.247543,0.331127,-0.055329,0.244703,0.366477,-0.074424,0.212968,0.373679,-0.076392,0.284958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.572250,-0.035419,0.322706,0.561994,-0.034678,0.289252,0.585067,-0.032007,0.232420,0.330961,-0.055247,0.244539,0.366469,-0.074421,0.212924,0.373873,-0.076487,0.285192
7979,66.492000,-0.087163,-0.136446,-0.045983,0.985734,0.573047,-0.034029,0.281323,0.572030,-0.035414,0.322082,0.562135,-0.034667,0.289300,0.584975,-0.032005,0.232587,-0.018914,0.091797,-0.000751,0.995598,0.357059,-0.068723,0.247555,0.331099,-0.055322,0.244714,0.366430,-0.074459,0.212982,0.373648,-0.076386,0.284971,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.572260,-0.035427,0.322726,0.561975,-0.034670,0.289244,0.585054,-0.031997,0.232408,0.330908,-0.055228,0.244526,0.366424,-0.074456,0.212960,0.373875,-0.076498,0.285214
7980,66.500000,-0.087098,-0.136540,-0.046519,0.985701,0.573047,-0.034030,0.281328,0.572017,-0.035425,0.322087,0.562133,-0.034659,0.289302,0.584991,-0.032006,0.232597,-0.018957,0.091760,-0.000353,0.995601,0.357063,-0.068723,0.247550,0.331092,-0.055344,0.244707,0.366440,-0.074453,0.212977,0.373656,-0.076373,0.284966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.572245,-0.035439,0.322722,0.561977,-0.034662,0.289242,0.585067,-0.031998,0.232426,0.330931,-0.055265,0.244530,0.366423,-0.074445,0.212948,0.373867,-0.076476,0.285212
