Format Version,1.23,Take Name,Apr17_Sand_No_2,Take Notes,,Capture Frame Rate,120.000000,Export Frame Rate,120.000000,Capture Start Time,2026-04-17 06.48.59.329 PM,Capture Start Frame,7883025,Total Frames in Take,6803,Total Exported Frames,6803,Rotation Type,Quaternion,Length Units,Meters,Coordinate Space,Global

,Type,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
6155,51.292000,-0.000451,-0.115766,0.006580,0.993255,0.558239,-0.033393,0.339974,0.566672,-0.033334,0.290292,0.547756,-0.034254,0.348677,0.560289,-0.032590,0.380954,0.002325,-0.100042,0.023089,0.994713,0.344663,-0.075560,0.275516,0.367247,-0.080558,0.247362,0.345304,-0.082989,0.316477,0.321437,-0.063133,0.262707,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.566685,-0.033330,0.290482,0.547685,-0.034261,0.348644,0.560372,-0.032584,0.380799,0.367492,-0.080653,0.247291,0.345318,-0.082997,0.316485,0.320984,-0.062954,0.262822
6156,51.300000,-0.000659,-0.115758,0.007522,0.993249,0.558251,-0.033383,0.339961,0.566682,-0.033340,0.290279,0.547770,-0.034258,0.348664,0.560300,-0.032551,0.380940,0.002404,-0.100236,0.023354,0.994687,0.344657,-0.075557,0.275517,0.367255,-0.080539,0.247372,0.345286,-0.082990,0.316478,0.321429,-0.063141,0.262701,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.566693,-0.033336,0.290484,0.547704,-0.034265,0.348636,0.560380,-0.032546,0.380751,0.367490,-0.080629,0.247300,0.345300,-0.082999,0.316495,0.320992,-0.062968,0.262805
6157,51.308000,-0.000768,-0.115473,0.007522,0.993282,0.558267,-0.033363,0.339949,0.566670,-0.033332,0.290262,0.547791,-0.034236,0.348659,0.560339,-0.032522,0.380927,0.002342,-0.100280,0.021544,0.994723,0.344667,-0.075538,0.275523,0.367249,-0.080596,0.247378,0.345266,-0.082984,0.316482,0.321485,-0.063036,0.262708,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.566685,-0.033327,0.290480,0.547713,-0.034244,0.348626,0.560430,-0.032516,0.380743,0.367484,-0.080686,0.247299,0.345277,-0.082993,0.316508,0.321092,-0.062878,0.262802
6158,51.317000,-0.000341,-0.115678,0.005981,0.993269,0.558263,-0.033385,0.339969,0.566687,-0.033318,0.290286,0.547781,-0.034237,0.348673,0.560322,-0.032599,0.380949,0.002432,-0.099930,0.021298,0.994763,0.344677,-0.075533,0.275521,0.367237,-0.080594,0.247359,0.345302,-0.082987,0.316479,0.321493,-0.063016,0.262726,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.566693,-0.033315,0.290485,0.547725,-0.034243,0.348637,0.560394,-0.032595,0.380786,0.367480,-0.080688,0.247279,0.345313,-0.082995,0.316499,0.321091,-0.062856,0.262826
6159,51.325000,-0.000318,-0.115798,0.006536,0.993251,0.558269,-0.033379,0.339971,0.566705,-0.033307,0.290290,0.547786,-0.034242,0.348673,0.560317,-0.032587,0.380952,0.002994,-0.100076,0.021266,0.994748,0.344690,-0.075518,0.275527,0.367258,-0.080547,0.247366,0.345305,-0.083019,0.316476,0.321509,-0.062988,0.262740,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.566711,-0.033303,0.290491,0.547728,-0.034248,0.348637,0.560390,-0.032582,0.380785,0.367511,-0.080645,0.247285,0.345313,-0.083024,0.316485,0.321128,-0.062838,0.262846
6160,51.333000,-0.000344,-0.115683,0.006667,0.993264,0.558275,-0.033363,0.339967,0.566699,-0.033293,0.290283,0.547794,-0.034228,0.348671,0.560332,-0.032567,0.380947,0.002645,-0.099754,0.019888,0.994810,0.344707,-0.075513,0.275518,0.367242,-0.080618,0.247344,0.345327,-0.082998,0.316470,0.321552,-0.062924,0.262740,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.566716,-0.033288,0.290487,0.547713,-0.034236,0.348642,0.560424,-0.032561,0.380768,0.367500,-0.080718,0.247263,0.345334,-0.083002,0.316473,0.321193,-0.062782,0.262846
6161,51.342000,-0.000402,-0.115918,0.007309,0.993232,0.558257,-0.033373,0.339981,0.566705,-0.033305,0.290301,0.547773,-0.034249,0.348680,0.560293,-0.032564,0.380961,0.002678,-0.099986,0.022148,0.994739,0.344661,-0.075514,0.275532,0.367233,-0.080527,0.247371,0.345295,-0.082981,0.316487,0.321456,-0.063033,0.262738,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.566714,-0.033301,0.290497,0.547710,-0.034255,0.348649,0.560370,-0.032559,0.380791,0.367520,-0.080635,0.247260,0.345298,-0.082989,0.316524,0.321064,-0.062878,0.262840
6162,51.350000,-0.000439,-0.115771,0.006277,0.993256,0.558259,-0.033379,0.339977,0.566692,-0.033321,0.290295,0.547776,-0.034235,0.348680,0.560309,-0.032582,0.380957,0.002710,-0.099810,0.022305,0.994753,0.344658,-0.075513,0.275529,0.367221,-0.080518,0.247360,0.345309,-0.082981,0.316483,0.321445,-0.063040,0.262743,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.566705,-0.033317,0.290493,0.547706,-0.034242,0.348648,0.560392,-0.032576,0.380789,0.367530,-0.080633,0.247240,0.345310,-0.082987,0.316518,0.321056,-0.062887,0.262851
6163,51.358000,-0.000583,-0.115695,0.007804,0.993254,0.558243,-0.033359,0.339959,0.566668,-0.033307,0.290276,0.547764,-0.034240,0.348664,0.560297,-0.032528,0.380938,0.002447,-0.099579,0.022392,0.994775,0.344635,-0.075534,0.275492,0.367186,-0.080552,0.247315,0.345305,-0.082979,0.316450,0.321414,-0.063071,0.262710,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.566684,-0.033302,0.290486,0.547686,-0.034249,0.348629,0.560387,-0.032522,0.380769,0.367511,-0.080671,0.247172,0.345299,-0.082986,0.316502,0.321042,-0.062925,0.262815
6164,51.367000,-0.000447,-0.115738,0.008319,0.993245,0.558247,-0.033348,0.339966,0.566677,-0.033280,0.290283,0.547768,-0.034242,0.348670,0.560297,-0.032522,0.380946,0.002754,-0.099415,0.021834,0.994803,0.344613,-0.075496,0.275482,0.367149,-0.080518,0.247294,0.345290,-0.082971,0.316435,0.321401,-0.062999,0.262717,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.566685,-0.033276,0.290484,0.547704,-0.034249,0.348632,0.560374,-0.032516,0.380787,0.367472,-0.080633,0.247138,0.345278,-0.082977,0.316499,0.321051,-0.062862,0.262819
6165,51.375000,-0.000613,-0.115877,0.008963,0.993223,0.558221,-0.033345,0.339967,0.566664,-0.033291,0.290287,0.547740,-0.034249,0.348668,0.560257,-0.032497,0.380947,0.002284,-0.099199,0.022999,0.994799,0.344597,-0.075538,0.275491,0.367132,-0.080543,0.247300,0.345306,-0.082963,0.316453,0.321352,-0.063108,0.262721,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.566664,-0.033288,0.290484,0.547694,-0.034254,0.348625,0.560321,-0.032493,0.380797,0.367429,-0.080651,0.247169,0.345302,-0.082971,0.316506,0.320988,-0.062966,0.262819
6166,51.383000,-0.000568,-0.115843,0.008104,0.993234,0.558221,-0.033352,0.339966,0.566661,-0.033297,0.290285,0.547740,-0.034240,0.348667,0.560262,-0.032519,0.380945,0.002653,-0.099349,0.021621,0.994814,0.344604,-0.075494,0.275499,0.367134,-0.080530,0.247309,0.345282,-0.082962,0.316453,0.321396,-0.062989,0.262735,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.566665,-0.033294,0.290484,0.547687,-0.034245,0.348633,0.560331,-0.032515,0.380776,0.367470,-0.080655,0.247170,0.345277,-0.082966,0.316489,0.321031,-0.062847,0.262847
6167,51.392000,-0.000792,-0.115281,0.008438,0.993297,0.558201,-0.033373,0.339951,0.566586,-0.033340,0.290261,0.547730,-0.034263,0.348665,0.560288,-0.032517,0.380928,0.001862,-0.101039,0.021339,0.994652,0.344728,-0.075557,0.275528,0.367350,-0.080650,0.247422,0.345260,-0.082967,0.316494,0.321572,-0.063054,0.262666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.566610,-0.033333,0.290497,0.547633,-0.034273,0.348631,0.560396,-0.032510,0.380737,0.367906,-0.080868,0.247260,0.345271,-0.082970,0.316485,0.321028,-0.062842,0.262832
6168,51.400000,-0.000685,-0.115049,0.009818,0.993311,0.558120,-0.033353,0.339955,0.566481,-0.033302,0.290261,0.547656,-0.034271,0.348674,0.560224,-0.032487,0.380931,0.002231,-0.101656,0.021706,0.994580,0.344754,-0.075540,0.275507,0.367415,-0.080596,0.247426,0.345242,-0.082977,0.316470,0.321604,-0.063046,0.262626,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.566490,-0.033297,0.290489,0.547588,-0.034278,0.348628,0.560307,-0.032481,0.380767,0.368196,-0.080892,0.247149,0.345240,-0.082980,0.316489,0.321026,-0.062823,0.262810
6169,51.408000,-0.000835,-0.114563,0.012778,0.993334,0.558040,-0.033334,0.339931,0.566352,-0.033283,0.290228,0.547589,-0.034304,0.348660,0.560178,-0.032415,0.380904,0.001906,-0.100684,0.021072,0.994693,0.344629,-0.075564,0.275457,0.367229,-0.080665,0.247335,0.345187,-0.082979,0.316422,0.321471,-0.063047,0.262614,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.566381,-0.033276,0.290446,0.547489,-0.034316,0.348621,0.560286,-0.032405,0.380753,0.367966,-0.080947,0.247077,0.345181,-0.082977,0.316425,0.320955,-0.062850,0.262793
6170,51.417000,-0.000402,-0.114246,0.012850,0.993369,0.557984,-0.033310,0.339902,0.566263,-0.033215,0.290194,0.547539,-0.034290,0.348638,0.560148,-0.032424,0.380874,0.001980,-0.100285,0.020727,0.994741,0.344490,-0.075523,0.275489,0.367063,-0.080634,0.247348,0.345076,-0.082947,0.316453,0.321330,-0.062988,0.262667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.566282,-0.033210,0.290411,0.547456,-0.034299,0.348609,0.560243,-0.032417,0.380683,0.367291,-0.080738,0.247363,0.345126,-0.082960,0.316403,0.320940,-0.062824,0.262721
6171,51.425000,0.000226,-0.113266,0.007787,0.993534,0.558000,-0.033428,0.339891,0.566181,-0.033297,0.290167,0.547563,-0.034325,0.348645,0.560254,-0.032662,0.380861,0.002182,-0.100179,0.020395,0.994758,0.344371,-0.075497,0.275537,0.366936,-0.080609,0.247388,0.344962,-0.082940,0.316497,0.321216,-0.062941,0.262726,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.566254,-0.033288,0.290397,0.547401,-0.034339,0.348614,0.560411,-0.032651,0.380715,0.367136,-0.080746,0.247663,0.345079,-0.082968,0.316360,0.320967,-0.062825,0.262693
6172,51.433000,-0.000596,-0.113915,0.012291,0.993414,0.557949,-0.033372,0.339904,0.566196,-0.033300,0.290190,0.547509,-0.034337,0.348646,0.560142,-0.032478,0.380874,0.001865,-0.100084,0.021183,0.994752,0.344365,-0.075526,0.275538,0.366932,-0.080627,0.247389,0.344974,-0.082936,0.316504,0.321189,-0.063016,0.262721,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.566232,-0.033291,0.290393,0.547402,-0.034353,0.348606,0.560253,-0.032466,0.380748,0.367157,-0.080780,0.247693,0.345098,-0.082966,0.316358,0.320920,-0.062891,0.262687
6173,51.442000,-0.000844,-0.114407,0.013736,0.993339,0.557940,-0.033354,0.339912,0.566237,-0.033299,0.290207,0.547495,-0.034342,0.348645,0.560090,-0.032421,0.380884,0.002228,-0.100205,0.020209,0.994759,0.344414,-0.075501,0.275526,0.366978,-0.080617,0.247377,0.345000,-0.082950,0.316485,0.321264,-0.062935,0.262715,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.566263,-0.033293,0.290427,0.547396,-0.034352,0.348619,0.560198,-0.032413,0.380689,0.367231,-0.080775,0.247631,0.345097,-0.082968,0.316341,0.321022,-0.062828,0.262716
6174,51.450000,-0.000811,-0.114313,0.012970,0.993360,0.557964,-0.033359,0.339913,0.566251,-0.033306,0.290207,0.547518,-0.034334,0.348648,0.560122,-0.032439,0.380885,0.002406,-0.100112,0.021152,0.994748,0.344381,-0.075495,0.275514,0.366949,-0.080564,0.247360,0.344989,-0.082949,0.316472,0.321205,-0.062972,0.262710,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.566278,-0.033299,0.290424,0.547419,-0.034344,0.348622,0.560231,-0.032431,0.380692,0.367214,-0.080711,0.247529,0.345072,-0.082967,0.316362,0.320956,-0.062863,0.262718
6175,51.458000,-0.000878,-0.114761,0.010918,0.993333,0.557995,-0.033373,0.339934,0.566327,-0.033336,0.290235,0.547537,-0.034307,0.348659,0.560120,-0.032476,0.380908,0.002162,-0.100302,0.021422,0.994724,0.344419,-0.075500,0.275535,0.367000,-0.080573,0.247393,0.345014,-0.082932,0.316497,0.321241,-0.062995,0.262715,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.566351,-0.033330,0.290437,0.547445,-0.034317,0.348631,0.560221,-0.032469,0.380735,0.367312,-0.080746,0.247595,0.345112,-0.082954,0.316377,0.320949,-0.062866,0.262717
6176,51.467000,-0.000689,-0.114833,0.011174,0.993322,0.558002,-0.033391,0.339971,0.566341,-0.033334,0.290273,0.547544,-0.034334,0.348694,0.560121,-0.032506,0.380946,0.002214,-0.100106,0.021350,0.994745,0.344415,-0.075532,0.275525,0.366985,-0.080605,0.247374,0.345025,-0.082969,0.316486,0.321234,-0.063023,0.262716,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.566362,-0.033328,0.290479,0.547457,-0.034344,0.348665,0.560218,-0.032498,0.380770,0.367262,-0.080758,0.247545,0.345113,-0.082989,0.316377,0.320968,-0.062906,0.262721
6177,51.475000,-0.000744,-0.114724,0.012678,0.993316,0.558002,-0.033379,0.339938,0.566330,-0.033320,0.290238,0.547549,-0.034349,0.348664,0.560127,-0.032469,0.380911,0.002176,-0.100223,0.021064,0.994740,0.344438,-0.075534,0.275537,0.367012,-0.080620,0.247391,0.345035,-0.082970,0.316498,0.321268,-0.063011,0.262722,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.566367,-0.033312,0.290456,0.547433,-0.034362,0.348637,0.560249,-0.032459,0.380733,0.367316,-0.080792,0.247604,0.345139,-0.082995,0.316378,0.320969,-0.062877,0.262716
6178,51.483000,-0.001069,-0.114724,0.012654,0.993316,0.557994,-0.033386,0.339932,0.566323,-0.033359,0.290233,0.547541,-0.034349,0.348659,0.560119,-0.032450,0.380906,0.002055,-0.099805,0.020553,0.994793,0.344411,-0.075530,0.275532,0.366956,-0.080644,0.247368,0.345034,-0.082961,0.316493,0.321243,-0.062985,0.262734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.566360,-0.033351,0.290440,0.547424,-0.034362,0.348636,0.560240,-0.032440,0.380725,0.367235,-0.080793,0.247511,0.345116,-0.082980,0.316394,0.320972,-0.062866,0.262745
6179,51.492000,-0.000738,-0.114738,0.011728,0.993326,0.558012,-0.033360,0.339943,0.566342,-0.033305,0.290243,0.547557,-0.034313,0.348668,0.560138,-0.032464,0.380917,0.002210,-0.100278,0.021376,0.994727,0.344427,-0.075502,0.275539,0.367007,-0.080574,0.247396,0.345023,-0.082939,0.316500,0.321250,-0.062994,0.262722,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.566367,-0.033299,0.290459,0.547459,-0.034323,0.348646,0.560245,-0.032456,0.380713,0.367268,-0.080724,0.247593,0.345120,-0.082962,0.316388,0.320983,-0.062875,0.262714
6180,51.500000,-0.000898,-0.114732,0.012168,0.993322,0.558018,-0.033376,0.339945,0.566347,-0.033334,0.290245,0.547563,-0.034333,0.348671,0.560143,-0.032460,0.380918,0.002295,-0.099959,0.021117,0.994765,0.344387,-0.075498,0.275527,0.366947,-0.080575,0.247367,0.345007,-0.082943,0.316486,0.321208,-0.062975,0.262727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.566382,-0.033327,0.290457,0.547450,-0.034346,0.348647,0.560262,-0.032451,0.380733,0.367225,-0.080732,0.247560,0.345096,-0.082962,0.316367,0.320949,-0.062861,0.262732
6181,51.508000,-0.000620,-0.114819,0.012237,0.993311,0.558003,-0.033374,0.339949,0.566340,-0.033304,0.290250,0.547547,-0.034338,0.348672,0.560121,-0.032480,0.380923,0.001924,-0.099931,0.022367,0.994741,0.344378,-0.075547,0.275533,0.366949,-0.080597,0.247378,0.345017,-0.082950,0.316499,0.321169,-0.063093,0.262721,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.566369,-0.033298,0.290456,0.547447,-0.034349,0.348642,0.560228,-0.032471,0.380759,0.367228,-0.080754,0.247571,0.345117,-0.082975,0.316388,0.320880,-0.062964,0.262713
6182,51.517000,-0.000613,-0.114934,0.012966,0.993288,0.557995,-0.033358,0.339954,0.566344,-0.033283,0.290258,0.547539,-0.034336,0.348676,0.560103,-0.032454,0.380929,0.002322,-0.100221,0.021656,0.994727,0.344436,-0.075520,0.275546,0.367016,-0.080574,0.247399,0.345042,-0.082963,0.316506,0.321250,-0.063023,0.262734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.566371,-0.033276,0.290470,0.547443,-0.034347,0.348640,0.560207,-0.032445,0.380770,0.367283,-0.080727,0.247594,0.345137,-0.082985,0.316393,0.320983,-0.062904,0.262729
6183,51.525000,-0.000320,-0.114884,0.011967,0.993307,0.558010,-0.033369,0.339935,0.566353,-0.033270,0.290237,0.547552,-0.034334,0.348656,0.560123,-0.032503,0.380910,0.002325,-0.100038,0.020440,0.994771,0.344423,-0.075518,0.275537,0.366980,-0.080620,0.247380,0.345026,-0.082973,0.316495,0.321263,-0.062962,0.262736,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.566388,-0.033263,0.290441,0.547439,-0.034346,0.348637,0.560242,-0.032493,0.380717,0.367277,-0.080781,0.247541,0.345100,-0.082984,0.316375,0.321015,-0.062857,0.262764
6184,51.533000,-0.000307,-0.114781,0.012657,0.993310,0.558005,-0.033350,0.339940,0.566338,-0.033247,0.290241,0.547551,-0.034329,0.348664,0.560126,-0.032476,0.380914,0.002194,-0.099890,0.022398,0.994744,0.344399,-0.075533,0.275531,0.366968,-0.080566,0.247371,0.345043,-0.082958,0.316494,0.321187,-0.063075,0.262728,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.566370,-0.033240,0.290463,0.547444,-0.034341,0.348632,0.560241,-0.032466,0.380740,0.367292,-0.080748,0.247597,0.345136,-0.082975,0.316356,0.320914,-0.062958,0.262743
6185,51.542000,-0.000624,-0.114847,0.011974,0.993311,0.558015,-0.033370,0.339946,0.566356,-0.033302,0.290249,0.547559,-0.034329,0.348670,0.560132,-0.032479,0.380921,0.002294,-0.100536,0.021301,0.994703,0.344419,-0.075507,0.275558,0.367012,-0.080576,0.247425,0.344993,-0.082952,0.316518,0.321250,-0.062993,0.262731,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.566382,-0.033295,0.290463,0.547462,-0.034339,0.348640,0.560237,-0.032471,0.380742,0.367309,-0.080739,0.247603,0.345080,-0.082970,0.316404,0.320981,-0.062876,0.262742
6186,51.550000,-0.000597,-0.114864,0.012455,0.993303,0.558026,-0.033359,0.339927,0.566368,-0.033285,0.290229,0.547570,-0.034327,0.348650,0.560140,-0.032464,0.380902,0.002104,-0.100422,0.021315,0.994714,0.344437,-0.075516,0.275541,0.367025,-0.080596,0.247405,0.345021,-0.082944,0.316504,0.321266,-0.063006,0.262715,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.566405,-0.033277,0.290460,0.547452,-0.034341,0.348622,0.560264,-0.032453,0.380714,0.367284,-0.080739,0.247565,0.345114,-0.082968,0.316405,0.320984,-0.062880,0.262708
6187,51.558000,-0.000303,-0.114733,0.011794,0.993326,0.558007,-0.033381,0.339944,0.566336,-0.033281,0.290244,0.547552,-0.034343,0.348669,0.560133,-0.032518,0.380919,0.002118,-0.100208,0.020861,0.994746,0.344442,-0.075508,0.275535,0.367013,-0.080605,0.247389,0.345037,-0.082942,0.316497,0.321276,-0.062976,0.262720,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.566372,-0.033274,0.290470,0.547435,-0.034356,0.348643,0.560256,-0.032509,0.380725,0.367271,-0.080748,0.247545,0.345132,-0.082967,0.316400,0.320983,-0.062844,0.262711
6188,51.567000,-0.000740,-0.114683,0.011956,0.993330,0.558006,-0.033378,0.339939,0.566330,-0.033321,0.290238,0.547552,-0.034334,0.348666,0.560136,-0.032477,0.380912,0.002016,-0.100044,0.022195,0.994733,0.344390,-0.075557,0.275507,0.366966,-0.080608,0.247356,0.345017,-0.082969,0.316472,0.321188,-0.063092,0.262693,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.566365,-0.033314,0.290467,0.547439,-0.034347,0.348636,0.560256,-0.032468,0.380728,0.367239,-0.080757,0.247520,0.345106,-0.082990,0.316367,0.320917,-0.062973,0.262696
6189,51.575000,-0.000796,-0.114833,0.012444,0.993307,0.557993,-0.033371,0.339934,0.566333,-0.033318,0.290236,0.547538,-0.034336,0.348658,0.560110,-0.032460,0.380908,0.002305,-0.100053,0.021189,0.994754,0.344397,-0.075529,0.275494,0.366962,-0.080602,0.247339,0.345010,-0.082974,0.316453,0.321218,-0.063009,0.262690,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.566361,-0.033311,0.290471,0.547435,-0.034347,0.348627,0.560223,-0.032451,0.380716,0.367218,-0.080743,0.247494,0.345085,-0.082989,0.316345,0.320983,-0.062907,0.262704
6190,51.583000,-0.000648,-0.114697,0.012841,0.993317,0.558014,-0.033356,0.339950,0.566339,-0.033286,0.290249,0.547561,-0.034331,0.348676,0.560141,-0.032451,0.380924,0.001970,-0.100786,0.022574,0.994650,0.344427,-0.075526,0.275543,0.367048,-0.080565,0.247426,0.344998,-0.082933,0.316510,0.321234,-0.063081,0.262692,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.566377,-0.033278,0.290488,0.547442,-0.034344,0.348649,0.560267,-0.032441,0.380724,0.367316,-0.080714,0.247606,0.345097,-0.082958,0.316405,0.320945,-0.062952,0.262682
6191,51.592000,-0.000562,-0.114719,0.013161,0.993311,0.557999,-0.033351,0.339937,0.566327,-0.033271,0.290237,0.547547,-0.034334,0.348663,0.560124,-0.032449,0.380911,0.002127,-0.100138,0.021041,0.994749,0.344445,-0.075528,0.275527,0.367014,-0.080618,0.247378,0.345048,-0.082961,0.316489,0.321273,-0.063005,0.262715,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.566362,-0.033263,0.290486,0.547431,-0.034347,0.348633,0.560249,-0.032439,0.380709,0.367268,-0.080756,0.247520,0.345133,-0.082982,0.316395,0.321006,-0.062887,0.262716
6192,51.600000,-0.000570,-0.114720,0.012998,0.993313,0.557996,-0.033352,0.339948,0.566323,-0.033273,0.290248,0.547543,-0.034331,0.348674,0.560121,-0.032451,0.380922,0.002315,-0.104084,0.024903,0.994254,0.344608,-0.075537,0.275689,0.367438,-0.080458,0.247721,0.344942,-0.082957,0.316656,0.321442,-0.063196,0.262689,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.566353,-0.033266,0.290487,0.547439,-0.034343,0.348638,0.560234,-0.032442,0.380741,0.368013,-0.080776,0.248118,0.345116,-0.082984,0.316386,0.320912,-0.062974,0.262726
6193,51.608000,-0.000837,-0.114645,0.012977,0.993321,0.557990,-0.033382,0.339928,0.566311,-0.033330,0.290226,0.547539,-0.034356,0.348655,0.560121,-0.032460,0.380901,0.001542,-0.103080,0.022370,0.994420,0.344563,-0.075582,0.275598,0.367311,-0.080651,0.247590,0.344941,-0.082960,0.316572,0.321436,-0.063135,0.262632,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.566347,-0.033322,0.290468,0.547423,-0.034369,0.348625,0.560245,-0.032450,0.380708,0.367806,-0.080905,0.247795,0.345063,-0.082978,0.316369,0.320960,-0.062937,0.262699
6194,51.617000,-0.000727,-0.114650,0.011693,0.993337,0.558003,-0.033379,0.339944,0.566324,-0.033323,0.290242,0.547549,-0.034331,0.348671,0.560136,-0.032484,0.380917,0.000901,-0.102791,0.022962,0.994438,0.344636,-0.075642,0.275476,0.367374,-0.080727,0.247463,0.345044,-0.082962,0.316460,0.321489,-0.063237,0.262505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.566355,-0.033316,0.290463,0.547446,-0.034342,0.348636,0.560248,-0.032475,0.380754,0.367596,-0.080820,0.247436,0.345071,-0.082963,0.316395,0.320902,-0.063011,0.262683
6195,51.625000,-0.000825,-0.114859,0.011571,0.993314,0.558001,-0.033375,0.339948,0.566342,-0.033328,0.290250,0.547543,-0.034322,0.348671,0.560117,-0.032473,0.380922,0.001478,-0.101017,0.021943,0.994642,0.344562,-0.075610,0.275424,0.367190,-0.080702,0.247323,0.345104,-0.082983,0.316398,0.321393,-0.063144,0.262552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.566368,-0.033322,0.290462,0.547448,-0.034333,0.348635,0.560220,-0.032465,0.380766,0.367454,-0.080806,0.247251,0.345117,-0.082987,0.316391,0.320940,-0.062966,0.262680
6196,51.633000,-0.000929,-0.114564,0.012181,0.993341,0.558022,-0.033372,0.339929,0.566335,-0.033334,0.290227,0.547571,-0.034329,0.348659,0.560161,-0.032454,0.380902,0.002688,-0.098670,0.018251,0.994949,0.344705,-0.075491,0.275576,0.367161,-0.080658,0.247351,0.345390,-0.082993,0.316524,0.321563,-0.062821,0.262853,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.566366,-0.033327,0.290437,0.547463,-0.034341,0.348635,0.560275,-0.032444,0.380717,0.367338,-0.080721,0.247260,0.345396,-0.083007,0.316589,0.321267,-0.062692,0.262880
