Format Version,1.23,Take Name,July25_Des_T2,Take Notes,,Capture Frame Rate,240.000000,Export Frame Rate,240.000000,Capture Start Time,2025-07-25 05.49.25.712 PM,Capture Start Frame,-2147483648,Total Frames in Take,8544,Total Exported Frames,8544,Rotation Type,Quaternion,Length Units,Meters,Coordinate Space,Global

,Type,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
6,0.025000,-0.104855,0.756557,0.026584,0.644919,0.338415,0.372478,0.395746,0.332072,0.374988,0.358810,0.329890,0.369969,0.401204,0.353283,0.372476,0.427224,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,-0.002089,-0.002897,-0.038468,-0.018302,-0.009015,0.018698,0.020390,0.011912,0.019770,0.332071,0.374990,0.358788,0.329897,0.369967,0.401228,0.353273,0.372475,0.427220,,,,,,,,,,0.137414,0.353863,0.351050,0.133383,0.329785,0.389020
7,0.029000,-0.104288,0.755826,0.025108,0.645926,0.338545,0.371973,0.394457,0.332311,0.374453,0.357501,0.329998,0.369494,0.399894,0.353326,0.371971,0.425975,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,-0.002089,-0.002897,-0.038468,-0.018302,-0.009015,0.018698,0.020390,0.011912,0.019770,0.332328,0.374456,0.357495,0.329992,0.369490,0.399944,0.353305,0.371972,0.425895,,,,,,,,,,0.137428,0.353265,0.349464,0.133081,0.328635,0.387005
8,0.033000,-0.102003,0.754383,0.022496,0.648071,0.338698,0.371481,0.393160,0.332685,0.373984,0.356168,0.330105,0.369061,0.398551,0.353304,0.371397,0.424760,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,-0.002089,-0.002897,-0.038468,-0.018302,-0.009015,0.018698,0.020390,0.011912,0.019770,0.332744,0.374000,0.356140,0.329936,0.369022,0.398578,0.353489,0.371436,0.424766,,,,,,,,,,0.137440,0.352664,0.347951,0.134526,0.329209,0.386141
9,0.038000,-0.101854,0.753521,0.024078,0.649039,0.338808,0.370855,0.391731,0.332873,0.373451,0.354733,0.330207,0.368404,0.397096,0.353343,0.370711,0.423363,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,-0.002089,-0.002897,-0.038468,-0.018302,-0.009015,0.018698,0.020390,0.011912,0.019770,0.332961,0.373469,0.354750,0.330048,0.368360,0.397179,0.353452,0.370753,0.423191,,,,,,,,,,0.137592,0.351904,0.346220,0.133615,0.327582,0.384620
10,0.042000,-0.112199,0.751597,0.035745,0.649027,0.339012,0.370474,0.390602,0.333019,0.373041,0.353612,0.330489,0.367733,0.395951,0.353528,0.370647,0.422243,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,-0.002089,-0.002897,-0.038468,-0.018302,-0.009015,0.018698,0.020390,0.011912,0.019770,0.333006,0.373050,0.353508,0.330541,0.367729,0.396072,0.353474,0.370637,0.422239,,,,,,,,,,0.137769,0.351185,0.344605,0.134794,0.327471,0.382498
11,0.046000,-0.108991,0.752686,0.033069,0.648453,0.339346,0.369884,0.389223,0.333304,0.372500,0.352244,0.330810,0.367216,0.394588,0.353923,0.369936,0.420837,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,-0.002089,-0.002897,-0.038468,-0.018302,-0.009015,0.018698,0.020390,0.011912,0.019770,0.333282,0.372502,0.352168,0.330929,0.367231,0.394727,0.353762,0.369905,0.420743,,,,,,,,,,0.138052,0.350558,0.343070,0.135489,0.328225,0.380621
12,0.050000,-0.105115,0.752293,0.034005,0.649499,0.339584,0.369006,0.387936,0.333615,0.371896,0.350966,0.331028,0.366341,0.393270,0.354110,0.368779,0.419573,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,-0.002089,-0.002897,-0.038468,-0.018302,-0.009015,0.018698,0.020390,0.011912,0.019770,0.333584,0.371900,0.350870,0.331054,0.366345,0.393292,0.354116,0.368766,0.419700,,,,,,,,,,0.138103,0.349778,0.341295,0.135978,0.328255,0.379261
13,0.054000,-0.106347,0.751460,0.032521,0.650339,0.339773,0.368438,0.386616,0.333906,0.371196,0.349620,0.331202,0.365793,0.391936,0.354212,0.368326,0.418293,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,-0.002089,-0.002897,-0.038468,-0.018302,-0.009015,0.018698,0.020390,0.011912,0.019770,0.333933,0.371208,0.349571,0.331123,0.365770,0.391971,0.354304,0.368346,0.418319,,,,,,,,,,0.138256,0.349110,0.339858,0.135140,0.325375,0.377901
14,0.058000,-0.104574,0.750827,0.026898,0.651613,0.339992,0.367834,0.385374,0.334292,0.370433,0.348340,0.331375,0.365304,0.390676,0.354309,0.367764,0.417106,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,-0.002089,-0.002897,-0.038468,-0.018302,-0.009015,0.018698,0.020390,0.011912,0.019770,0.334343,0.370446,0.348318,0.331316,0.365280,0.390787,0.354319,0.367782,0.416944,,,,,,,,,,0.138402,0.348310,0.338208,0.135079,0.324121,0.376189
15,0.063000,-0.104770,0.749700,0.026930,0.652876,0.340113,0.367329,0.383934,0.334537,0.369930,0.346881,0.331480,0.364795,0.389207,0.354323,0.367263,0.415714,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,-0.002089,-0.002897,-0.038468,-0.018302,-0.009015,0.018698,0.020390,0.011912,0.019770,0.334587,0.369951,0.346790,0.331387,0.364759,0.389344,0.354384,0.367283,0.415654,,,,,,,,,,0.138585,0.347669,0.336555,0.136563,0.325033,0.374988
