Format Version,1.23,Take Name,Apr17_Sand_Con_2,Take Notes,,Capture Frame Rate,120.000000,Export Frame Rate,120.000000,Capture Start Time,2026-04-17 06.00.53.000 PM,Capture Start Frame,7536667,Total Frames in Take,5342,Total Exported Frames,5342,Rotation Type,Quaternion,Length Units,Meters,Coordinate Space,Global

,Type,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
,Name,softSpineSingleBody,softSpineSingleBody,softSpineSingleBody,softSpineSingleBody,softSpineSingleBody,softSpineSingleBody,softSpineSingleBody,softSpineSingleBody:Marker1,softSpineSingleBody:Marker1,softSpineSingleBody:Marker1,softSpineSingleBody:Marker2,softSpineSingleBody:Marker2,softSpineSingleBody:Marker2,softSpineSingleBody:Marker3,softSpineSingleBody:Marker3,softSpineSingleBody:Marker3,softSpineSingleBody:Marker4,softSpineSingleBody:Marker4,softSpineSingleBody:Marker4,softSpineSingleBody:Marker5,softSpineSingleBody:Marker5,softSpineSingleBody:Marker5,softSpineSingleBody:Marker6,softSpineSingleBody:Marker6,softSpineSingleBody:Marker6,softSpineSingleBody:Marker1,softSpineSingleBody:Marker1,softSpineSingleBody:Marker1,softSpineSingleBody:Marker2,softSpineSingleBody:Marker2,softSpineSingleBody:Marker2,softSpineSingleBody:Marker3,softSpineSingleBody:Marker3,softSpineSingleBody:Marker3,softSpineSingleBody:Marker4,softSpineSingleBody:Marker4,softSpineSingleBody:Marker4,softSpineSingleBody:Marker5,softSpineSingleBody:Marker5,softSpineSingleBody:Marker5,softSpineSingleBody:Marker6,softSpineSingleBody:Marker6,softSpineSingleBody:Marker6
,ID,F7CF6D003AB311F11571DA7D1A00809B,F7CF6D003AB311F11571DA7D1A00809B,F7CF6D003AB311F11571DA7D1A00809B,F7CF6D003AB311F11571DA7D1A00809B,F7CF6D003AB311F11571DA7D1A00809B,F7CF6D003AB311F11571DA7D1A00809B,F7CF6D003AB311F11571DA7D1A00809B,F7CF6D003AB311F11571DA7D1A00809B,F7CF6D003AB311F11571DA7D1A00809B,F7CF6D003AB311F11571DA7D1A00809B,F7CF6D003AB311F11571DA7D1A00809B,F7CF6D003AB311F11571DA7D1A00809B,F7CF6D003AB311F11571DA7D1A00809B,F7CF6D003AB311F11571DA7D1A00809B,F7CF6D003AB311F11571DA7D1A00809B,F7CF6D003AB311F11571DA7D1A00809B,F7CF6D003AB311F11571DA7D1A00809B,F7CF6D003AB311F11571DA7D1A00809B,F7CF6D003AB311F11571DA7D1A00809B,F7CF6D003AB311F11571DA7D1A00809B,F7CF6D003AB311F11571DA7D1A00809B,F7CF6D003AB311F11571DA7D1A00809B,F7CF6D003AB311F11571DA7D1A00809B,F7CF6D003AB311F11571DA7D1A00809B,F7CF6D003AB311F11571DA7D1A00809B,"BB676853AC211F11571DA7D1A00809B","BB676853AC211F11571DA7D1A00809B","BB676853AC211F11571DA7D1A00809B","BB676833AC211F11571DA7D1A00809B","BB676833AC211F11571DA7D1A00809B","BB676833AC211F11571DA7D1A00809B","BB676873AC211F11571DA7D1A00809B","BB676873AC211F11571DA7D1A00809B","BB676873AC211F11571DA7D1A00809B","BB676883AC211F11571DA7D1A00809B","BB676883AC211F11571DA7D1A00809B","BB676883AC211F11571DA7D1A00809B","BB676843AC211F11571DA7D1A00809B","BB676843AC211F11571DA7D1A00809B","BB676843AC211F11571DA7D1A00809B","BB676863AC211F11571DA7D1A00809B","BB676863AC211F11571DA7D1A00809B","BB676863AC211F11571DA7D1A00809B"
,,Rotation,Rotation,Rotation,Rotation,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position
Frame,Time (Seconds),X,Y,Z,W,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
0,0.000000,-0.000545,-0.017654,-0.017775,0.999686,0.226692,-0.045608,0.289407,0.335218,-0.028579,0.250777,0.329358,-0.028320,0.311732,0.124076,-0.066400,0.318583,0.090914,-0.050453,0.268547,0.348863,-0.026719,0.340682,0.131723,-0.073178,0.246122,0.337380,-0.029376,0.250623,0.330256,-0.027784,0.311599,0.122373,-0.067877,0.318681,0.089304,-0.050758,0.268724,0.348562,-0.026249,0.340705,0.130990,-0.070979,0.246302
1,0.008000,-0.000376,-0.017615,-0.017726,0.999688,0.226691,-0.045618,0.289408,0.335213,-0.028565,0.250776,0.329356,-0.028327,0.311731,0.124079,-0.066430,0.318584,0.090912,-0.050470,0.268556,0.348863,-0.026734,0.340680,0.131721,-0.073183,0.246120,0.337387,-0.029379,0.250623,0.330255,-0.027771,0.311599,0.122372,-0.067893,0.318673,0.089305,-0.050805,0.268739,0.348583,-0.026274,0.340696,0.131006,-0.070939,0.246301
2,0.017000,-0.000881,-0.017719,-0.017752,0.999685,0.226709,-0.045614,0.289416,0.335240,-0.028608,0.250787,0.329372,-0.028307,0.311741,0.124091,-0.066390,0.318593,0.090934,-0.050478,0.268543,0.348873,-0.026686,0.340693,0.131746,-0.073217,0.246138,0.337398,-0.029396,0.250616,0.330240,-0.027775,0.311611,0.122361,-0.067881,0.318677,0.089313,-0.050776,0.268755,0.348562,-0.026304,0.340719,0.131030,-0.070971,0.246326
3,0.025000,0.000353,-0.017509,-0.017709,0.999690,0.226633,-0.045625,0.289414,0.335146,-0.028509,0.250787,0.329301,-0.028360,0.311743,0.124028,-0.066485,0.318578,0.090850,-0.050455,0.268580,0.348813,-0.026808,0.340691,0.131656,-0.073132,0.246104,0.337393,-0.029364,0.250631,0.330222,-0.027801,0.311608,0.122381,-0.067881,0.318673,0.089297,-0.050809,0.268737,0.348561,-0.026306,0.340708,0.130996,-0.070934,0.246281
4,0.033000,-0.000408,-0.017625,-0.017750,0.999687,0.226690,-0.045604,0.289413,0.335214,-0.028559,0.250782,0.329356,-0.028316,0.311737,0.124077,-0.066409,0.318588,0.090912,-0.050451,0.268558,0.348862,-0.026722,0.340687,0.131720,-0.073167,0.246125,0.337404,-0.029369,0.250635,0.330246,-0.027772,0.311600,0.122377,-0.067865,0.318675,0.089295,-0.050776,0.268742,0.348583,-0.026270,0.340706,0.131010,-0.070945,0.246313
5,0.042000,0.000434,-0.017476,-0.017723,0.999690,0.226615,-0.045608,0.289413,0.335126,-0.028488,0.250782,0.329285,-0.028349,0.311739,0.124011,-0.066471,0.318581,0.090831,-0.050431,0.268587,0.348799,-0.026802,0.340687,0.131635,-0.073106,0.246105,0.337384,-0.029384,0.250626,0.330242,-0.027755,0.311618,0.122385,-0.067863,0.318669,0.089296,-0.050773,0.268730,0.348589,-0.026287,0.340693,0.131009,-0.070969,0.246272
