Format Version,1.23,Take Name,Apr17_Sand_No_1,Take Notes,,Capture Frame Rate,120.000000,Export Frame Rate,120.000000,Capture Start Time,2026-04-17 05.15.20.295 PM,Capture Start Frame,7208744,Total Frames in Take,4210,Total Exported Frames,4210,Rotation Type,Quaternion,Length Units,Meters,Coordinate Space,Global

,Type,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
,Name,softSpineSingleBody,softSpineSingleBody,softSpineSingleBody,softSpineSingleBody,softSpineSingleBody,softSpineSingleBody,softSpineSingleBody,softSpineSingleBody:Marker1,softSpineSingleBody:Marker1,softSpineSingleBody:Marker1,softSpineSingleBody:Marker2,softSpineSingleBody:Marker2,softSpineSingleBody:Marker2,softSpineSingleBody:Marker3,softSpineSingleBody:Marker3,softSpineSingleBody:Marker3,softSpineSingleBody:Marker4,softSpineSingleBody:Marker4,softSpineSingleBody:Marker4,softSpineSingleBody:Marker5,softSpineSingleBody:Marker5,softSpineSingleBody:Marker5,softSpineSingleBody:Marker6,softSpineSingleBody:Marker6,softSpineSingleBody:Marker6,softSpineSingleBody:Marker1,softSpineSingleBody:Marker1,softSpineSingleBody:Marker1,softSpineSingleBody:Marker2,softSpineSingleBody:Marker2,softSpineSingleBody:Marker2,softSpineSingleBody:Marker3,softSpineSingleBody:Marker3,softSpineSingleBody:Marker3,softSpineSingleBody:Marker4,softSpineSingleBody:Marker4,softSpineSingleBody:Marker4,softSpineSingleBody:Marker5,softSpineSingleBody:Marker5,softSpineSingleBody:Marker5,softSpineSingleBody:Marker6,softSpineSingleBody:Marker6,softSpineSingleBody:Marker6
,ID,F7CF6D003AB311F11571DA7D1A00809B,F7CF6D003AB311F11571DA7D1A00809B,F7CF6D003AB311F11571DA7D1A00809B,F7CF6D003AB311F11571DA7D1A00809B,F7CF6D003AB311F11571DA7D1A00809B,F7CF6D003AB311F11571DA7D1A00809B,F7CF6D003AB311F11571DA7D1A00809B,F7CF6D003AB311F11571DA7D1A00809B,F7CF6D003AB311F11571DA7D1A00809B,F7CF6D003AB311F11571DA7D1A00809B,F7CF6D003AB311F11571DA7D1A00809B,F7CF6D003AB311F11571DA7D1A00809B,F7CF6D003AB311F11571DA7D1A00809B,F7CF6D003AB311F11571DA7D1A00809B,F7CF6D003AB311F11571DA7D1A00809B,F7CF6D003AB311F11571DA7D1A00809B,F7CF6D003AB311F11571DA7D1A00809B,F7CF6D003AB311F11571DA7D1A00809B,F7CF6D003AB311F11571DA7D1A00809B,F7CF6D003AB311F11571DA7D1A00809B,F7CF6D003AB311F11571DA7D1A00809B,F7CF6D003AB311F11571DA7D1A00809B,F7CF6D003AB311F11571DA7D1A00809B,F7CF6D003AB311F11571DA7D1A00809B,F7CF6D003AB311F11571DA7D1A00809B,"AEE7E30B3ABB11F11571DA7D1A00809B","AEE7E30B3ABB11F11571DA7D1A00809B","AEE7E30B3ABB11F11571DA7D1A00809B","AEE7E3073ABB11F11571DA7D1A00809B","AEE7E3073ABB11F11571DA7D1A00809B","AEE7E3073ABB11F11571DA7D1A00809B","AEE7E3093ABB11F11571DA7D1A00809B","AEE7E3093ABB11F11571DA7D1A00809B","AEE7E3093ABB11F11571DA7D1A00809B","AEE7E30A3ABB11F11571DA7D1A00809B","AEE7E30A3ABB11F11571DA7D1A00809B","AEE7E30A3ABB11F11571DA7D1A00809B","AEE7E3083ABB11F11571DA7D1A00809B","AEE7E3083ABB11F11571DA7D1A00809B","AEE7E3083ABB11F11571DA7D1A00809B","AEE7E30C3ABB11F11571DA7D1A00809B","AEE7E30C3ABB11F11571DA7D1A00809B","AEE7E30C3ABB11F11571DA7D1A00809B"
,,Rotation,Rotation,Rotation,Rotation,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position
Frame,Time (Seconds),X,Y,Z,W,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
0,0.000000,-0.015552,0.008387,-0.004062,0.999836,0.235346,-0.053227,0.213366,0.341196,-0.034551,0.168565,0.338520,-0.032600,0.229711,0.135007,-0.075794,0.248525,0.098850,-0.062239,0.199878,0.359458,-0.029616,0.257529,0.139045,-0.084560,0.175987,0.343791,-0.035933,0.168410,0.338819,-0.032243,0.229399,0.132289,-0.080791,0.248702,0.097261,-0.061025,0.201218,0.358827,-0.029012,0.257598,0.139378,-0.078688,0.175047
1,0.008000,-0.016890,0.007953,-0.004278,0.999817,0.235403,-0.053236,0.213341,0.341299,-0.034722,0.168581,0.338571,-0.032606,0.229720,0.135024,-0.075669,0.248474,0.098915,-0.062231,0.199759,0.359486,-0.029556,0.257548,0.139121,-0.084631,0.175963,0.343796,-0.035967,0.168406,0.338829,-0.032248,0.229393,0.132278,-0.080807,0.248710,0.097263,-0.061039,0.201217,0.358798,-0.028985,0.257636,0.139386,-0.078608,0.175032
2,0.017000,-0.016412,0.008021,-0.004182,0.999824,0.235389,-0.053253,0.213334,0.341276,-0.034677,0.168577,0.338555,-0.032621,0.229718,0.135019,-0.075739,0.248459,0.098901,-0.062260,0.199762,0.359473,-0.029593,0.257547,0.139108,-0.084630,0.175939,0.343795,-0.035930,0.168414,0.338815,-0.032278,0.229381,0.132299,-0.080815,0.248687,0.097270,-0.061036,0.201209,0.358783,-0.029012,0.257649,0.139376,-0.078616,0.175025
3,0.025000,-0.015867,0.008294,-0.004051,0.999832,0.235356,-0.053250,0.213369,0.341214,-0.034599,0.168576,0.338526,-0.032610,0.229721,0.135011,-0.075798,0.248525,0.098863,-0.062275,0.199862,0.359459,-0.029608,0.257541,0.139062,-0.084610,0.175992,0.343776,-0.035919,0.168420,0.338803,-0.032290,0.229405,0.132297,-0.080827,0.248690,0.097253,-0.061052,0.201229,0.358827,-0.028993,0.257626,0.139372,-0.078623,0.175073
4,0.033000,-0.015626,0.008459,-0.004223,0.999833,0.235338,-0.053202,0.213381,0.341188,-0.034567,0.168563,0.338521,-0.032606,0.229709,0.134996,-0.075732,0.248558,0.098837,-0.062172,0.199913,0.359463,-0.029625,0.257524,0.139021,-0.084510,0.176020,0.343784,-0.035934,0.168425,0.338816,-0.032283,0.229394,0.132273,-0.080806,0.248702,0.097265,-0.061036,0.201234,0.358817,-0.028993,0.257608,0.139348,-0.078614,0.175011
5,0.042000,-0.015353,0.008510,-0.004079,0.999838,0.235331,-0.053214,0.213366,0.341171,-0.034525,0.168546,0.338509,-0.032599,0.229694,0.134999,-0.075792,0.248541,0.098831,-0.062216,0.199907,0.359454,-0.029627,0.257508,0.139019,-0.084529,0.175998,0.343799,-0.035908,0.168412,0.338814,-0.032274,0.229371,0.132299,-0.080821,0.248683,0.097268,-0.061033,0.201218,0.358798,-0.028987,0.257600,0.139334,-0.078622,0.175009
