Format Version,1.23,Take Name,Apr17_Sand_Con_3,Take Notes,,Capture Frame Rate,120.000000,Export Frame Rate,120.000000,Capture Start Time,2026-04-17 06.04.54.125 PM,Capture Start Frame,7565602,Total Frames in Take,6432,Total Exported Frames,6432,Rotation Type,Quaternion,Length Units,Meters,Coordinate Space,Global

,Type,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
,Name,softSpineSingleBody,softSpineSingleBody,softSpineSingleBody,softSpineSingleBody,softSpineSingleBody,softSpineSingleBody,softSpineSingleBody,softSpineSingleBody:Marker1,softSpineSingleBody:Marker1,softSpineSingleBody:Marker1,softSpineSingleBody:Marker2,softSpineSingleBody:Marker2,softSpineSingleBody:Marker2,softSpineSingleBody:Marker3,softSpineSingleBody:Marker3,softSpineSingleBody:Marker3,softSpineSingleBody:Marker4,softSpineSingleBody:Marker4,softSpineSingleBody:Marker4,softSpineSingleBody:Marker5,softSpineSingleBody:Marker5,softSpineSingleBody:Marker5,softSpineSingleBody:Marker6,softSpineSingleBody:Marker6,softSpineSingleBody:Marker6,softSpineSingleBody:Marker1,softSpineSingleBody:Marker1,softSpineSingleBody:Marker1,softSpineSingleBody:Marker2,softSpineSingleBody:Marker2,softSpineSingleBody:Marker2,softSpineSingleBody:Marker3,softSpineSingleBody:Marker3,softSpineSingleBody:Marker3,softSpineSingleBody:Marker4,softSpineSingleBody:Marker4,softSpineSingleBody:Marker4,softSpineSingleBody:Marker5,softSpineSingleBody:Marker5,softSpineSingleBody:Marker5,softSpineSingleBody:Marker6,softSpineSingleBody:Marker6,softSpineSingleBody:Marker6
,ID,F7CF6D003AB311F11571DA7D1A00809B,F7CF6D003AB311F11571DA7D1A00809B,F7CF6D003AB311F11571DA7D1A00809B,F7CF6D003AB311F11571DA7D1A00809B,F7CF6D003AB311F11571DA7D1A00809B,F7CF6D003AB311F11571DA7D1A00809B,F7CF6D003AB311F11571DA7D1A00809B,F7CF6D003AB311F11571DA7D1A00809B,F7CF6D003AB311F11571DA7D1A00809B,F7CF6D003AB311F11571DA7D1A00809B,F7CF6D003AB311F11571DA7D1A00809B,F7CF6D003AB311F11571DA7D1A00809B,F7CF6D003AB311F11571DA7D1A00809B,F7CF6D003AB311F11571DA7D1A00809B,F7CF6D003AB311F11571DA7D1A00809B,F7CF6D003AB311F11571DA7D1A00809B,F7CF6D003AB311F11571DA7D1A00809B,F7CF6D003AB311F11571DA7D1A00809B,F7CF6D003AB311F11571DA7D1A00809B,F7CF6D003AB311F11571DA7D1A00809B,F7CF6D003AB311F11571DA7D1A00809B,F7CF6D003AB311F11571DA7D1A00809B,F7CF6D003AB311F11571DA7D1A00809B,F7CF6D003AB311F11571DA7D1A00809B,F7CF6D003AB311F11571DA7D1A00809B,"9B725A703AC211F11571DA7D1A00809B","9B725A703AC211F11571DA7D1A00809B","9B725A703AC211F11571DA7D1A00809B","9B725A6E3AC211F11571DA7D1A00809B","9B725A6E3AC211F11571DA7D1A00809B","9B725A6E3AC211F11571DA7D1A00809B","9B725A733AC211F11571DA7D1A00809B","9B725A733AC211F11571DA7D1A00809B","9B725A733AC211F11571DA7D1A00809B","9B725A723AC211F11571DA7D1A00809B","9B725A723AC211F11571DA7D1A00809B","9B725A723AC211F11571DA7D1A00809B","9B725A6F3AC211F11571DA7D1A00809B","9B725A6F3AC211F11571DA7D1A00809B","9B725A6F3AC211F11571DA7D1A00809B","9B725A713AC211F11571DA7D1A00809B","9B725A713AC211F11571DA7D1A00809B","9B725A713AC211F11571DA7D1A00809B"
,,Rotation,Rotation,Rotation,Rotation,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position
Frame,Time (Seconds),X,Y,Z,W,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
0,0.000000,-0.015967,-0.031796,-0.018872,0.999189,0.231427,-0.043787,0.266638,0.341036,-0.028227,0.230525,0.333490,-0.026044,0.291256,0.127978,-0.063417,0.293587,0.096265,-0.048970,0.242176,0.352190,-0.023582,0.320673,0.137606,-0.072480,0.221614,0.334434,-0.025984,0.230564,0.334984,-0.026668,0.292017,0.124868,-0.062132,0.294554,0.098060,-0.049821,0.239423,0.356739,-0.025388,0.318478,0.141370,-0.073280,0.224160
1,0.008000,-0.017144,-0.032250,-0.018888,0.999154,0.231498,-0.043811,0.266628,0.341139,-0.028346,0.230573,0.333541,-0.026019,0.291291,0.128023,-0.063368,0.293534,0.096356,-0.049039,0.242060,0.352216,-0.023489,0.320718,0.137713,-0.072602,0.221591,0.334428,-0.025982,0.230566,0.334998,-0.026658,0.292021,0.124858,-0.062131,0.294527,0.098054,-0.049839,0.239432,0.356770,-0.025357,0.318473,0.141401,-0.073284,0.224148
2,0.017000,-0.017377,-0.032269,-0.018846,0.999151,0.231556,-0.043821,0.266646,0.341197,-0.028366,0.230587,0.333597,-0.026011,0.291304,0.128082,-0.063372,0.293558,0.096415,-0.049071,0.242078,0.352271,-0.023466,0.320731,0.137774,-0.072640,0.221620,0.334433,-0.025985,0.230555,0.334995,-0.026640,0.292021,0.124863,-0.062128,0.294539,0.098042,-0.049826,0.239446,0.356736,-0.025372,0.318476,0.141417,-0.073273,0.224161
3,0.025000,-0.016390,-0.031931,-0.018860,0.999178,0.231342,-0.043749,0.266629,0.340959,-0.028220,0.230531,0.333398,-0.025986,0.291257,0.127885,-0.063357,0.293569,0.096185,-0.048954,0.242137,0.352091,-0.023499,0.320677,0.137532,-0.072481,0.221606,0.334406,-0.025997,0.230575,0.334990,-0.026643,0.292016,0.124863,-0.062128,0.294542,0.098099,-0.049828,0.239428,0.356773,-0.025373,0.318487,0.141403,-0.073291,0.224173
4,0.033000,-0.017339,-0.032406,-0.019014,0.999143,0.231468,-0.043805,0.266604,0.341124,-0.028383,0.230577,0.333507,-0.026030,0.291292,0.127979,-0.063324,0.293485,0.096332,-0.049008,0.241997,0.352174,-0.023493,0.320724,0.137689,-0.072589,0.221549,0.334414,-0.025985,0.230574,0.334982,-0.026650,0.292010,0.124858,-0.062147,0.294501,0.098068,-0.049816,0.239431,0.356780,-0.025378,0.318460,0.141385,-0.073267,0.224170
5,0.042000,-0.016145,-0.032002,-0.018907,0.999179,0.231227,-0.043714,0.266601,0.340851,-0.028175,0.230527,0.333281,-0.025970,0.291253,0.127765,-0.063327,0.293515,0.096074,-0.048896,0.242085,0.351970,-0.023498,0.320677,0.137422,-0.072416,0.221549,0.334407,-0.025982,0.230590,0.335001,-0.026654,0.292031,0.124880,-0.062156,0.294499,0.098145,-0.049836,0.239378,0.356763,-0.025416,0.318483,0.141390,-0.073253,0.224172
