Format Version,1.23,Take Name,Apr17_Sand_No_3,Take Notes,,Capture Frame Rate,120.000000,Export Frame Rate,120.000000,Capture Start Time,2026-04-17 06.50.51.250 PM,Capture Start Frame,7896456,Total Frames in Take,21876,Total Exported Frames,21876,Rotation Type,Quaternion,Length Units,Meters,Coordinate Space,Global

,Type,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
16,0.133000,0.032228,0.005389,0.002225,0.999464,0.216423,-0.048233,0.312843,0.322289,-0.024140,0.270745,0.319246,-0.028072,0.331778,0.116170,-0.075213,0.345010,0.080125,-0.057491,0.297637,0.339990,-0.027517,0.359895,0.120721,-0.076962,0.271995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.322966,-0.024930,0.270584,0.318993,-0.027942,0.331707,0.115989,-0.075974,0.345105,0.081295,-0.055362,0.297924,0.339563,-0.026941,0.359810,0.121521,-0.073958,0.272469
17,0.142000,0.031879,0.005297,0.001971,0.999476,0.216452,-0.048222,0.312833,0.322337,-0.024214,0.270735,0.319282,-0.028101,0.331771,0.116180,-0.075130,0.345002,0.080152,-0.057422,0.297610,0.340021,-0.027537,0.359891,0.120742,-0.076931,0.271989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.322977,-0.024949,0.270563,0.318997,-0.027935,0.331705,0.116015,-0.076027,0.345104,0.081301,-0.055374,0.297941,0.339514,-0.026977,0.359813,0.121514,-0.073945,0.272485
18,0.150000,0.031945,0.005324,0.002179,0.999473,0.216444,-0.048242,0.312830,0.322317,-0.024183,0.270732,0.319266,-0.028080,0.331767,0.116184,-0.075195,0.345000,0.080146,-0.057497,0.297611,0.340006,-0.027511,0.359886,0.120744,-0.076985,0.271986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.322980,-0.024924,0.270573,0.319004,-0.027936,0.331690,0.116015,-0.076019,0.345100,0.081309,-0.055391,0.297925,0.339545,-0.026972,0.359818,0.121511,-0.073968,0.272481
19,0.158000,0.031936,0.005353,0.002269,0.999473,0.216458,-0.048257,0.312828,0.322325,-0.024180,0.270723,0.319278,-0.028076,0.331759,0.116205,-0.075228,0.345003,0.080162,-0.057537,0.297616,0.340019,-0.027504,0.359877,0.120761,-0.077018,0.271990,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.323002,-0.024936,0.270542,0.319018,-0.027925,0.331695,0.116029,-0.076050,0.345104,0.081303,-0.055350,0.297936,0.339562,-0.026951,0.359802,0.121550,-0.073912,0.272475
20,0.167000,0.031738,0.005306,0.002257,0.999480,0.216440,-0.048268,0.312821,0.322311,-0.024210,0.270717,0.319258,-0.028081,0.331754,0.116183,-0.075223,0.344998,0.080145,-0.057550,0.297600,0.339997,-0.027498,0.359874,0.120747,-0.077043,0.271985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.322989,-0.024956,0.270544,0.319009,-0.027940,0.331676,0.115999,-0.076030,0.345098,0.081303,-0.055375,0.297934,0.339543,-0.026952,0.359812,0.121557,-0.073939,0.272467
21,0.175000,0.031962,0.005297,0.002063,0.999473,0.216447,-0.048220,0.312825,0.322327,-0.024185,0.270732,0.319273,-0.028082,0.331767,0.116179,-0.075151,0.344989,0.080148,-0.057442,0.297599,0.340012,-0.027520,0.359887,0.120742,-0.076940,0.271975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.323000,-0.024935,0.270563,0.319008,-0.027917,0.331689,0.115999,-0.076007,0.345091,0.081276,-0.055409,0.297927,0.339523,-0.026989,0.359819,0.121550,-0.073934,0.272474
22,0.183000,0.031799,0.005282,0.002247,0.999478,0.216430,-0.048258,0.312807,0.322303,-0.024197,0.270711,0.319247,-0.028076,0.331747,0.116170,-0.075215,0.344976,0.080135,-0.057535,0.297579,0.339985,-0.027497,0.359868,0.120737,-0.077026,0.271963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.322977,-0.024931,0.270533,0.318994,-0.027942,0.331678,0.115990,-0.076002,0.345069,0.081286,-0.055402,0.297912,0.339544,-0.026954,0.359800,0.121531,-0.073930,0.272478
23,0.192000,0.032012,0.005347,0.002195,0.999471,0.216460,-0.048226,0.312797,0.322331,-0.024158,0.270696,0.319283,-0.028063,0.331731,0.116203,-0.075187,0.344967,0.080163,-0.057483,0.297583,0.340024,-0.027498,0.359849,0.120759,-0.076967,0.271953,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.322998,-0.024898,0.270516,0.319024,-0.027906,0.331661,0.116020,-0.076022,0.345062,0.081303,-0.055348,0.297927,0.339552,-0.026956,0.359782,0.121567,-0.073922,0.272476
24,0.200000,0.031821,0.005374,0.002261,0.999477,0.216455,-0.048250,0.312804,0.322320,-0.024184,0.270689,0.319275,-0.028066,0.331726,0.116202,-0.075212,0.344990,0.080158,-0.057531,0.297600,0.340018,-0.027487,0.359843,0.120756,-0.077020,0.271976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.323013,-0.024940,0.270513,0.319019,-0.027915,0.331646,0.116021,-0.076022,0.345090,0.081310,-0.055345,0.297936,0.339570,-0.026962,0.359785,0.121569,-0.073924,0.272474
25,0.208000,0.031720,0.005316,0.002214,0.999480,0.216440,-0.048247,0.312803,0.322312,-0.024200,0.270695,0.319260,-0.028069,0.331732,0.116181,-0.075193,0.344982,0.080144,-0.057518,0.297585,0.340000,-0.027487,0.359851,0.120743,-0.077015,0.271970,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.322979,-0.024923,0.270526,0.319012,-0.027934,0.331644,0.115997,-0.075999,0.345082,0.081297,-0.055364,0.297923,0.339547,-0.026950,0.359805,0.121567,-0.073922,0.272469
