,Type,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
,Name,SpineRobotRear,SpineRobotRear,SpineRobotRear,SpineRobotRear,SpineRobotRear,SpineRobotRear,SpineRobotRear,SpineRobotRear:Marker1,SpineRobotRear:Marker1,SpineRobotRear:Marker1,SpineRobotRear:Marker2,SpineRobotRear:Marker2,SpineRobotRear:Marker2,SpineRobotRear:Marker3,SpineRobotRear:Marker3,SpineRobotRear:Marker3,SpineRobotRear:Marker1,SpineRobotRear:Marker1,SpineRobotRear:Marker1,SpineRobotRear:Marker2,SpineRobotRear:Marker2,SpineRobotRear:Marker2,SpineRobotRear:Marker3,SpineRobotRear:Marker3,SpineRobotRear:Marker3,Unlabeled 1206,Unlabeled 1206,Unlabeled 1206,Unlabeled 1207,Unlabeled 1207,Unlabeled 1207,Unlabeled 1208,Unlabeled 1208,Unlabeled 1208,Unlabeled 1209,Unlabeled 1209,Unlabeled 1209,Unlabeled 1210,Unlabeled 1210,Unlabeled 1210,Unlabeled 1211,Unlabeled 1211,Unlabeled 1211
,ID,D6CD1D4965F811F11571DA7D1A008C9B,D6CD1D4965F811F11571DA7D1A008C9B,D6CD1D4965F811F11571DA7D1A008C9B,D6CD1D4965F811F11571DA7D1A008C9B,D6CD1D4965F811F11571DA7D1A008C9B,D6CD1D4965F811F11571DA7D1A008C9B,D6CD1D4965F811F11571DA7D1A008C9B,D6CD1D4965F811F11571DA7D1A008C9B,D6CD1D4965F811F11571DA7D1A008C9B,D6CD1D4965F811F11571DA7D1A008C9B,D6CD1D4965F811F11571DA7D1A008C9B,D6CD1D4965F811F11571DA7D1A008C9B,D6CD1D4965F811F11571DA7D1A008C9B,D6CD1D4965F811F11571DA7D1A008C9B,D6CD1D4965F811F11571DA7D1A008C9B,D6CD1D4965F811F11571DA7D1A008C9B,"39780537669B11F11571DA7D1A008C9B","39780537669B11F11571DA7D1A008C9B","39780537669B11F11571DA7D1A008C9B","39780538669B11F11571DA7D1A008C9B","39780538669B11F11571DA7D1A008C9B","39780538669B11F11571DA7D1A008C9B","39780536669B11F11571DA7D1A008C9B","39780536669B11F11571DA7D1A008C9B","39780536669B11F11571DA7D1A008C9B","294E8754A9C65F311F1","294E8754A9C65F311F1","294E8754A9C65F311F1","29DE8754A9C65F311F1","29DE8754A9C65F311F1","29DE8754A9C65F311F1","2A1E8754A9C65F311F1","2A1E8754A9C65F311F1","2A1E8754A9C65F311F1","AE33562ACC3ABB5B40248F284F55D9CE","AE33562ACC3ABB5B40248F284F55D9CE","AE33562ACC3ABB5B40248F284F55D9CE","AE33562BCC3ABB5B40248F284F55D9CE","AE33562BCC3ABB5B40248F284F55D9CE","AE33562BCC3ABB5B40248F284F55D9CE","AE335628CC3ABB5B40248F284F55D9CE","AE335628CC3ABB5B40248F284F55D9CE","AE335628CC3ABB5B40248F284F55D9CE"
,,Rotation,Rotation,Rotation,Rotation,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position
Frame,Time (Seconds),X,Y,Z,W,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
885,7.375000,0.138384,-0.158430,0.027115,0.977248,0.009575,0.143743,0.031420,0.033486,0.139836,0.003836,0.007782,0.133981,0.071888,-0.012543,0.157412,0.018536,0.033423,0.139873,0.003803,0.007766,0.133968,0.071966,-0.012465,0.157388,0.018490,,,,,,,,,,0.242144,0.182182,0.015877,0.228735,0.182080,0.056704,0.198275,0.177179,0.022669
886,7.383000,0.136508,-0.160610,0.028614,0.977114,0.010178,0.143693,0.031266,0.034229,0.139718,0.003813,0.008206,0.134090,0.071763,-0.011902,0.157272,0.018220,0.034156,0.139767,0.003754,0.008137,0.134121,0.071765,-0.011723,0.157171,0.018292,,,,,,,,,,0.242478,0.182420,0.016231,0.228965,0.182004,0.057006,0.198623,0.176711,0.022984
887,7.392000,0.136858,-0.161212,0.028035,0.976982,0.010729,0.143712,0.031120,0.034804,0.139735,0.003688,0.008704,0.134073,0.071607,-0.011321,0.157329,0.018065,0.034642,0.139821,0.003641,0.008615,0.134118,0.071594,-0.010918,0.157118,0.018162,,,,,,,,,,0.242689,0.182394,0.016560,0.229509,0.181978,0.057340,0.198933,0.176830,0.023527
888,7.400000,0.137074,-0.161435,0.026848,0.976949,0.011354,0.143772,0.030950,0.035423,0.139761,0.003518,0.009303,0.134104,0.071429,-0.010663,0.157451,0.017904,0.035252,0.139844,0.003505,0.009219,0.134163,0.071355,-0.010277,0.157237,0.018035,,,,,,,,,,0.243033,0.182201,0.017063,0.230157,0.182069,0.057681,0.199537,0.176968,0.024363
889,7.408000,0.135941,-0.162311,0.026074,0.976983,0.011985,0.143932,0.030780,0.036087,0.139818,0.003393,0.009850,0.134347,0.071274,-0.009983,0.157632,0.017673,0.035910,0.139882,0.003464,0.009773,0.134447,0.071029,-0.009682,0.157440,0.017869,,,,,,,,,,0.243686,0.182293,0.017675,0.230992,0.182277,0.058229,0.200369,0.177186,0.024951
890,7.417000,0.133435,-0.164032,0.027983,0.976988,0.012620,0.143977,0.030592,0.036842,0.139774,0.003324,0.010346,0.134606,0.071128,-0.009329,0.157552,0.017323,0.036676,0.139815,0.003463,0.010303,0.134721,0.070759,-0.009118,0.157410,0.017495,,,,,,,,,,0.244698,0.182586,0.018182,0.231651,0.182359,0.058739,0.201080,0.177515,0.025367
891,7.425000,0.132051,-0.164311,0.029815,0.977075,0.013275,0.144052,0.030379,0.037539,0.139832,0.003152,0.010985,0.134809,0.070944,-0.008700,0.157516,0.017041,0.037347,0.139885,0.003290,0.010952,0.134900,0.070645,-0.008468,0.157374,0.017182,,,,,,,,,,0.245586,0.182746,0.018593,0.232275,0.182417,0.059198,0.201591,0.177882,0.025602
892,7.433000,0.129842,-0.163993,0.028889,0.977452,0.013919,0.144200,0.030151,0.038149,0.139807,0.002921,0.011641,0.135130,0.070756,-0.008034,0.157663,0.016777,0.037905,0.139903,0.002988,0.011566,0.135213,0.070563,-0.007605,0.157422,0.016950,,,,,,,,,,0.245979,0.182833,0.018829,0.232871,0.182447,0.059545,0.202115,0.178059,0.025773
893,7.442000,0.129127,-0.164071,0.027809,0.977565,0.014601,0.144422,0.029947,0.038817,0.139943,0.002719,0.012307,0.135401,0.070562,-0.007322,0.157923,0.016561,0.038658,0.140020,0.002706,0.012245,0.135437,0.070531,-0.007008,0.157762,0.016624,,,,,,,,,,0.246202,0.182886,0.019005,0.233595,0.182460,0.059915,0.202530,0.178119,0.025847
894,7.450000,0.128502,-0.164504,0.027513,0.977583,0.015288,0.144440,0.029784,0.039522,0.139909,0.002579,0.012954,0.135465,0.070406,-0.006612,0.157946,0.016365,0.039352,0.139997,0.002545,0.012919,0.135462,0.070484,-0.006416,0.157867,0.016313,,,,,,,,,,0.246767,0.182946,0.019442,0.234298,0.182453,0.060174,0.203232,0.178425,0.026008
895,7.458000,0.127484,-0.165954,0.026796,0.977491,0.015818,0.144457,0.029540,0.040117,0.139830,0.002410,0.013354,0.135554,0.070171,-0.006016,0.157986,0.016039,0.040000,0.139874,0.002451,0.013364,0.135546,0.070185,-0.005927,0.157957,0.015990,,,,,,,,,,0.247627,0.183312,0.019905,0.234946,0.182459,0.060563,0.204179,0.178931,0.026511
896,7.467000,0.125953,-0.167187,0.027498,0.977460,0.016369,0.144554,0.029220,0.040744,0.139855,0.002169,0.013801,0.135778,0.069871,-0.005437,0.158029,0.015618,0.040594,0.139892,0.002301,0.013813,0.135813,0.069706,-0.005309,0.157959,0.015659,,,,,,,,,,0.248584,0.183836,0.020508,0.235520,0.182454,0.061131,0.205093,0.179567,0.027134
897,7.475000,0.123712,-0.168311,0.027707,0.977548,0.016924,0.144517,0.028958,0.041359,0.139683,0.001986,0.014255,0.135922,0.069642,-0.004841,0.157945,0.015246,0.041037,0.139797,0.002135,0.014202,0.136015,0.069361,-0.004411,0.157705,0.015412,,,,,,,,,,0.249118,0.184082,0.021120,0.236165,0.182380,0.061839,0.205924,0.179905,0.027613
898,7.483000,0.120575,-0.169258,0.027185,0.977791,0.017634,0.144508,0.028860,0.042106,0.139457,0.001962,0.014872,0.136162,0.069590,-0.004075,0.157904,0.015029,0.041696,0.139598,0.002173,0.014834,0.136254,0.069275,-0.003615,0.157656,0.015172,,,,,,,,,,0.249327,0.184300,0.021476,0.236720,0.182430,0.062377,0.206374,0.179909,0.028014
899,7.492000,0.120182,-0.168690,0.026396,0.977959,0.018403,0.144599,0.028804,0.042831,0.139495,0.001876,0.015681,0.136281,0.069542,-0.003304,0.158022,0.014993,0.042604,0.139544,0.002120,0.015732,0.136312,0.069310,-0.003167,0.157953,0.015013,,,,,,,,,,0.249648,0.184287,0.021874,0.237239,0.182578,0.062690,0.206677,0.179706,0.028263
900,7.500000,0.121123,-0.167915,0.026267,0.977979,0.019079,0.144617,0.028741,0.043465,0.139568,0.001765,0.016425,0.136223,0.069468,-0.002654,0.158059,0.014991,0.043483,0.139537,0.001860,0.016478,0.136231,0.069330,-0.002717,0.158084,0.015012,,,,,,,,,,0.250338,0.184415,0.022415,0.237716,0.182669,0.063030,0.207003,0.178971,0.028614
901,7.508000,0.120438,-0.166465,0.027175,0.978287,0.019789,0.144738,0.028585,0.044112,0.139687,0.001552,0.017260,0.136413,0.069334,-0.002006,0.158115,0.014868,0.044011,0.139733,0.001556,0.017202,0.136464,0.069231,-0.001810,0.157995,0.014989,,,,,,,,,,0.251412,0.184601,0.023148,0.238246,0.182660,0.063635,0.207479,0.178386,0.029163
902,7.517000,0.119553,-0.167214,0.026588,0.978284,0.020324,0.144873,0.028407,0.044676,0.139741,0.001415,0.017726,0.136613,0.069164,-0.001430,0.158264,0.014640,0.044435,0.139856,0.001405,0.017621,0.136688,0.069053,-0.000824,0.157930,0.014854,,,,,,,,,,0.252382,0.184600,0.024003,0.238854,0.182591,0.064345,0.208167,0.178232,0.029997
903,7.525000,0.118268,-0.168881,0.027438,0.978130,0.020856,0.144797,0.028231,0.045309,0.139615,0.001340,0.018118,0.136644,0.069001,-0.000860,0.158134,0.014351,0.045138,0.139708,0.001284,0.017999,0.136721,0.068909,-0.000341,0.157831,0.014614,,,,,,,,,,0.252796,0.184594,0.024569,0.239549,0.182533,0.065074,0.208873,0.178091,0.030627
904,7.533000,0.116869,-0.168142,0.028457,0.978397,0.021502,0.144701,0.028081,0.045931,0.139474,0.001178,0.018827,0.136673,0.068881,-0.000253,0.157957,0.014186,0.045899,0.139504,0.001110,0.018722,0.136748,0.068767,-0.000055,0.157805,0.014449,,,,,,,,,,0.253504,0.184421,0.025204,0.240248,0.182595,0.065790,0.209587,0.178461,0.030916
905,7.542000,0.115067,-0.165597,0.028151,0.979053,0.022173,0.144631,0.027947,0.046459,0.139288,0.000937,0.019705,0.136756,0.068789,0.000355,0.157849,0.014114,0.046455,0.139288,0.000945,0.019684,0.136784,0.068709,0.000380,0.157823,0.014180,,,,,,,,,,0.254410,0.184683,0.026115,0.240743,0.182756,0.066481,0.210272,0.178749,0.031090
906,7.550000,0.114383,-0.162851,0.027145,0.979622,0.022759,0.144692,0.027693,0.046881,0.139275,0.000550,0.020514,0.136874,0.068558,0.000883,0.157927,0.013969,0.046782,0.139306,0.000625,0.020550,0.136856,0.068565,0.000934,0.157919,0.013896,,,,,,,,,,0.255507,0.184932,0.026764,0.241100,0.182771,0.067037,0.211227,0.179459,0.031432
907,7.558000,0.113050,-0.161330,0.025830,0.980064,0.023263,0.144833,0.027381,0.047279,0.139287,0.000171,0.021134,0.137118,0.068272,0.001376,0.158094,0.013699,0.047035,0.139406,0.000151,0.021102,0.137112,0.068370,0.001674,0.157974,0.013601,,,,,,,,,,0.256055,0.185019,0.027365,0.241523,0.182786,0.067728,0.212120,0.180258,0.032088
908,7.567000,0.109674,-0.160731,0.026547,0.980527,0.023689,0.144794,0.027004,0.047681,0.139068,-0.000191,0.021604,0.137364,0.067950,0.001784,0.157950,0.013251,0.047414,0.139220,-0.000316,0.021519,0.137381,0.068061,0.002097,0.157807,0.013230,,,,,,,,,,0.256492,0.185107,0.027982,0.241914,0.182670,0.068358,0.213103,0.180818,0.032744
909,7.575000,0.106359,-0.161005,0.027220,0.980828,0.024187,0.144675,0.026542,0.048200,0.138770,-0.000595,0.022071,0.137522,0.067536,0.002289,0.157734,0.012684,0.048039,0.138862,-0.000677,0.022004,0.137538,0.067614,0.002522,0.157626,0.012678,,,,,,,,,,0.257113,0.185535,0.028987,0.242368,0.182671,0.069016,0.213830,0.181115,0.033209
910,7.583000,0.100522,-0.160019,0.028251,0.981576,0.024853,0.144403,0.025939,0.048824,0.138180,-0.001164,0.022807,0.137741,0.067020,0.002929,0.157288,0.011962,0.048745,0.138196,-0.001053,0.022885,0.137700,0.067040,0.002927,0.157313,0.011830,,,,,,,,,,0.258320,0.185763,0.030247,0.242917,0.182569,0.070158,0.214464,0.180964,0.033804
911,7.592000,0.096660,-0.158418,0.028760,0.982208,0.025558,0.144114,0.025020,0.049447,0.137676,-0.002105,0.023636,0.137779,0.066158,0.003591,0.156886,0.011007,0.049332,0.137705,-0.001966,0.023713,0.137743,0.066158,0.003615,0.156897,0.010883,,,,,,,,,,0.259179,0.185815,0.032473,0.243623,0.182093,0.071905,0.215272,0.179874,0.035663
912,7.600000,0.093120,-0.156547,0.029331,0.982833,0.026223,0.143539,0.024055,0.050017,0.136909,-0.003107,0.024449,0.137507,0.065246,0.004201,0.156201,0.010027,0.049867,0.136979,-0.003105,0.024423,0.137517,0.065258,0.004399,0.156111,0.010010,,,,,,,,,,0.260464,0.185016,0.034758,0.244470,0.181155,0.074233,0.216331,0.179103,0.037016
913,7.608000,0.086689,-0.159256,0.025728,0.983087,0.027153,0.143220,0.023013,0.051015,0.136052,-0.003952,0.025120,0.137676,0.064260,0.005323,0.155931,0.008731,0.050850,0.136129,-0.003940,0.025119,0.137661,0.064352,0.005608,0.155818,0.008580,,,,,,,,,,0.261494,0.184450,0.036761,0.245122,0.179782,0.076359,0.217033,0.179451,0.039018
914,7.617000,0.079014,-0.159026,0.030881,0.983623,0.027770,0.142573,0.021528,0.051706,0.135136,-0.005298,0.025750,0.137708,0.062861,0.005854,0.154873,0.007021,0.051561,0.135204,-0.005296,0.025676,0.137760,0.062737,0.006151,0.154711,0.007186,,,,,,,,,,0.261862,0.184251,0.039075,0.245614,0.179150,0.078324,0.218119,0.179866,0.040391
915,7.625000,0.072268,-0.160452,0.029787,0.983944,0.028701,0.141737,0.020105,0.052681,0.133848,-0.006552,0.026538,0.137416,0.061492,0.006883,0.153949,0.005376,0.052473,0.133935,-0.006466,0.026507,0.137451,0.061333,0.007135,0.153819,0.005462,,,,,,,,,,0.262853,0.183796,0.041546,0.245754,0.178624,0.080370,0.218883,0.178748,0.042924
916,7.633000,0.066236,-0.163003,0.026768,0.984036,0.029340,0.140806,0.018330,0.053384,0.132432,-0.008122,0.026940,0.136949,0.059749,0.007697,0.153037,0.003362,0.053288,0.132467,-0.008029,0.026969,0.136938,0.059724,0.007733,0.153024,0.003325,,,,,,,,,,0.263744,0.183469,0.045188,0.245599,0.177406,0.083381,0.219423,0.177821,0.045936
917,7.642000,0.061074,-0.166260,0.031130,0.983696,0.030083,0.140073,0.016746,0.054375,0.131557,-0.009431,0.027401,0.136670,0.058188,0.008472,0.151992,0.001482,0.054151,0.131667,-0.009473,0.027348,0.136692,0.058206,0.008812,0.151829,0.001502,,,,,,,,,,0.264295,0.182736,0.048597,0.245205,0.176249,0.086009,0.220623,0.177386,0.048760
918,7.650000,0.054485,-0.171260,0.031830,0.983203,0.030832,0.139044,0.014693,0.055385,0.130160,-0.011116,0.027710,0.136176,0.056145,0.009400,0.150795,-0.000949,0.055187,0.130259,-0.011165,0.027622,0.136227,0.056054,0.009783,0.150593,-0.000746,,,,,,,,,,0.264652,0.181780,0.051362,0.244983,0.174277,0.088782,0.221145,0.177021,0.049971
919,7.658000,0.046609,-0.173801,0.025243,0.983353,0.032415,0.137759,0.012387,0.056942,0.128149,-0.013186,0.029056,0.135486,0.053857,0.011246,0.149643,-0.003510,0.056570,0.128333,-0.013209,0.029029,0.135495,0.053903,0.011477,0.149533,-0.003547,,,,,,,,,,0.265735,0.179461,0.054354,0.245095,0.171955,0.091231,0.221869,0.175638,0.051701
920,7.667000,0.037535,-0.173534,0.023858,0.983823,0.033733,0.136748,0.009562,0.058193,0.126549,-0.015847,0.030378,0.135217,0.051066,0.012628,0.148477,-0.006534,0.057780,0.126751,-0.015806,0.030393,0.135201,0.051179,0.012900,0.148354,-0.006695,,,,,,,,,,0.265777,0.177825,0.058917,0.245560,0.169115,0.095439,0.222272,0.173005,0.055679
921,7.675000,0.025998,-0.180067,0.024322,0.983010,0.035165,0.135057,0.006992,0.059933,0.124206,-0.017842,0.031237,0.134472,0.048470,0.014326,0.146492,-0.009652,0.059703,0.124323,-0.017878,0.031204,0.134487,0.048496,0.014563,0.146374,-0.009654,,,,,,,,,,0.266607,0.175963,0.063913,0.245497,0.166189,0.099740,0.222578,0.170692,0.059920
922,7.683000,0.019424,-0.190201,0.023597,0.981269,0.036759,0.133822,0.004429,0.061990,0.122569,-0.019750,0.031966,0.133756,0.045820,0.016320,0.145141,-0.012782,0.061835,0.122647,-0.019742,0.031979,0.133745,0.045901,0.016500,0.145059,-0.012929,,,,,,,,,,0.267223,0.174407,0.069254,0.245052,0.162828,0.104196,0.223229,0.169375,0.063872
923,7.692000,0.004837,-0.200471,0.024060,0.979392,0.038439,0.132199,0.001872,0.064125,0.120149,-0.021429,0.032757,0.133327,0.043135,0.018435,0.143121,-0.016090,0.064007,0.120210,-0.021443,0.032724,0.133347,0.043066,0.018633,0.143015,-0.015964,,,,,,,,,,0.268056,0.171766,0.074761,0.244788,0.158846,0.108758,0.224025,0.166645,0.068632
924,7.700000,-0.000095,-0.204556,0.020382,0.978643,0.040484,0.130585,-0.000647,0.066254,0.118114,-0.023632,0.034464,0.132096,0.040555,0.020735,0.141545,-0.018866,0.066133,0.118177,-0.023619,0.034491,0.132077,0.040672,0.020862,0.141488,-0.019097,,,,,,,,,,0.268010,0.168296,0.079437,0.244241,0.155009,0.112277,0.224933,0.165310,0.072035
925,7.708000,-0.011759,-0.207269,0.014458,0.978106,0.042880,0.128754,-0.003350,0.068576,0.115400,-0.025918,0.036644,0.131200,0.037775,0.023419,0.139661,-0.021908,0.068363,0.115515,-0.025951,0.036635,0.131203,0.037869,0.023731,0.139496,-0.022033,,,,,,,,,,0.267706,0.165008,0.082130,0.243436,0.150945,0.114652,0.225407,0.161901,0.074597
926,7.717000,-0.025041,-0.213385,0.003562,0.976641,0.045372,0.127163,-0.006305,0.070991,0.112652,-0.028236,0.038674,0.130658,0.034672,0.026452,0.138181,-0.025350,0.070902,0.112703,-0.028224,0.038664,0.130664,0.034605,0.026560,0.138118,-0.025271,,,,,,,,,,0.268207,0.161470,0.087115,0.244053,0.145595,0.118726,0.225514,0.157290,0.078495
927,7.725000,-0.034367,-0.221347,0.000819,0.974589,0.047823,0.125084,-0.008701,0.073668,0.109973,-0.029952,0.040479,0.129339,0.032092,0.029322,0.135938,-0.028245,0.073292,0.110194,-0.029958,0.040457,0.129352,0.032021,0.029740,0.135693,-0.028118,,,,,,,,,,0.269164,0.157480,0.093628,0.244226,0.140683,0.124297,0.225091,0.154368,0.084299
928,7.733000,-0.042233,-0.234047,-0.006862,0.971283,0.050254,0.123184,-0.010551,0.076385,0.107364,-0.030918,0.041902,0.128071,0.029978,0.032476,0.134117,-0.030712,0.076093,0.107542,-0.030985,0.041882,0.128084,0.030012,0.032707,0.133976,-0.030711,,,,,,,,,,0.269253,0.154010,0.099167,0.242955,0.136449,0.128472,0.226665,0.150049,0.089178
929,7.742000,-0.054680,-0.241762,-0.003385,0.968788,0.052728,0.121531,-0.012372,0.079197,0.105231,-0.031907,0.043734,0.127460,0.027879,0.035254,0.131902,-0.033087,0.079128,0.105272,-0.031975,0.043691,0.127486,0.027849,0.035414,0.131806,-0.032948,,,,,,,,,,0.268207,0.150655,0.103103,0.241254,0.132122,0.131173,0.227847,0.148370,0.091831
930,7.750000,-0.058071,-0.245439,-0.008717,0.967632,0.055357,0.119915,-0.014456,0.081795,0.103228,-0.033704,0.046102,0.126117,0.025695,0.038175,0.130401,-0.035358,0.081650,0.103319,-0.033668,0.046114,0.126108,0.025632,0.038290,0.130330,-0.035308,,,,,,,,,,0.269000,0.146566,0.105185,0.240605,0.128401,0.133326,0.228501,0.146097,0.093025
931,7.758000,-0.062830,-0.246464,-0.011049,0.967050,0.057047,0.118425,-0.017160,0.083418,0.101404,-0.036206,0.047737,0.125016,0.022916,0.039987,0.128855,-0.038189,0.083134,0.101587,-0.036055,0.047803,0.124974,0.022922,0.040106,0.128778,-0.038306,,,,,,,,,,0.270005,0.147892,0.106401,0.242046,0.129724,0.134384,0.227043,0.145187,0.093085
932,7.767000,-0.067179,-0.258018,-0.006988,0.963776,0.057416,0.117266,-0.019150,0.084343,0.100227,-0.037385,0.047125,0.124229,0.020621,0.040780,0.127340,-0.040686,0.084293,0.100259,-0.037351,0.047159,0.124209,0.020739,0.040791,0.127331,-0.040918,,,,,,,,,,0.268849,0.151738,0.105255,0.241007,0.132814,0.133309,0.226052,0.147114,0.091893
933,7.775000,-0.073205,-0.257941,0.005959,0.963365,0.058010,0.115641,-0.021430,0.085274,0.098862,-0.039402,0.047631,0.123108,0.018228,0.041125,0.124954,-0.043115,0.084880,0.099098,-0.039351,0.047658,0.123092,0.018195,0.041338,0.124827,-0.043105,,,,,,,,,,0.268046,0.153561,0.103742,0.239438,0.135744,0.131548,0.226682,0.149102,0.090723
934,7.783000,-0.089186,-0.254124,0.006521,0.963029,0.058520,0.113481,-0.023712,0.085526,0.095938,-0.041341,0.048484,0.122261,0.015765,0.041551,0.122246,-0.045558,0.085332,0.096062,-0.041241,0.048541,0.122221,0.015691,0.041666,0.122176,-0.045562,,,,,,,,,,0.266824,0.156282,0.101715,0.238342,0.138456,0.129812,0.226972,0.151623,0.088586
935,7.792000,-0.097783,-0.254606,0.006214,0.962068,0.058779,0.111538,-0.025569,0.085726,0.093574,-0.042862,0.048725,0.121019,0.013740,0.041886,0.120022,-0.047586,0.085501,0.093737,-0.042573,0.048874,0.120913,0.013555,0.041911,0.120003,-0.047623,,,,,,,,,,0.266108,0.157460,0.101158,0.237922,0.139631,0.129352,0.224961,0.152130,0.087780
936,7.800000,-0.109141,-0.256050,0.014110,0.960379,0.059035,0.108877,-0.027284,0.086196,0.090730,-0.044043,0.048796,0.119285,0.011742,0.042113,0.116616,-0.049550,0.085898,0.090929,-0.043856,0.048904,0.119196,0.011512,0.042279,0.116526,-0.049457,,,,,,,,,,0.264797,0.158621,0.100763,0.236631,0.140361,0.128952,0.223487,0.153513,0.086564
937,7.808000,-0.119434,-0.255656,0.017925,0.959195,0.058845,0.106420,-0.029148,0.086031,0.087962,-0.045524,0.048612,0.117663,0.009647,0.041893,0.113633,-0.051568,0.085941,0.088067,-0.045139,0.048830,0.117511,0.009485,0.041714,0.113715,-0.051761,,,,,,,,,,0.263991,0.159237,0.100551,0.235166,0.140979,0.128184,0.223200,0.153876,0.085798
938,7.817000,-0.131700,-0.254418,0.028988,0.957646,0.058737,0.104242,-0.030901,0.086134,0.085709,-0.046832,0.048478,0.116479,0.007585,0.041600,0.110540,-0.053456,0.085828,0.085930,-0.046569,0.048613,0.116390,0.007521,0.041675,0.110475,-0.053586,,,,,,,,,,0.262481,0.160104,0.100258,0.234217,0.140971,0.128429,0.221099,0.152300,0.085295
939,7.825000,-0.142799,-0.254132,0.030323,0.956089,0.058628,0.102306,-0.032682,0.085976,0.083337,-0.048180,0.048387,0.115432,0.005515,0.041522,0.108150,-0.055382,0.085706,0.083518,-0.048057,0.048463,0.115370,0.005421,0.041668,0.108066,-0.055375,,,,,,,,,,0.260918,0.160477,0.099977,0.232927,0.141059,0.127759,0.220466,0.152720,0.084660
940,7.833000,-0.150316,-0.251764,0.032454,0.955493,0.058638,0.101003,-0.033998,0.085911,0.081780,-0.049314,0.048568,0.114734,0.004031,0.041434,0.106495,-0.056712,0.085827,0.081877,-0.049081,0.048857,0.114543,0.003931,0.041318,0.106518,-0.056934,,,,,,,,,,0.259963,0.160342,0.099872,0.231835,0.140851,0.127230,0.220139,0.152390,0.084475
941,7.842000,-0.151692,-0.251034,0.031594,0.955496,0.058456,0.100952,-0.034319,0.085663,0.081624,-0.049620,0.048462,0.114793,0.003691,0.041242,0.106437,-0.057027,0.085610,0.081721,-0.049306,0.048752,0.114607,0.003623,0.041001,0.106506,-0.057383,,,,,,,,,,0.259759,0.160040,0.100484,0.231175,0.140261,0.127811,0.219288,0.151322,0.084447
942,7.850000,-0.146889,-0.251143,0.023281,0.956456,0.058503,0.101544,-0.033574,0.085479,0.082062,-0.049087,0.048619,0.115000,0.004603,0.041412,0.107571,-0.056237,0.085325,0.082187,-0.048926,0.048712,0.114933,0.004549,0.041438,0.107539,-0.056319,,,,,,,,,,0.259722,0.159994,0.101013,0.231009,0.139828,0.128323,0.219371,0.151461,0.084578
943,7.858000,-0.142993,-0.244937,0.024209,0.958631,0.058468,0.102654,-0.032805,0.085267,0.083336,-0.048822,0.049074,0.115811,0.005598,0.041063,0.108815,-0.055192,0.084850,0.083606,-0.048724,0.049131,0.115748,0.005448,0.041363,0.108655,-0.055079,,,,,,,,,,0.259463,0.159876,0.101109,0.231032,0.139625,0.128443,0.219648,0.151608,0.084905
944,7.867000,-0.136784,-0.238634,0.017880,0.961262,0.058429,0.103756,-0.032089,0.084821,0.084397,-0.048719,0.049634,0.116418,0.006622,0.040831,0.110453,-0.054169,0.084666,0.084528,-0.048528,0.049749,0.116312,0.006435,0.040862,0.110436,-0.054160,,,,,,,,,,0.260275,0.157899,0.102505,0.230917,0.139209,0.128978,0.219800,0.151363,0.085764
945,7.875000,-0.131424,-0.236204,0.009796,0.962725,0.058610,0.104560,-0.031405,0.084680,0.085085,-0.048405,0.050116,0.116778,0.007515,0.041034,0.111816,-0.053325,0.084670,0.085120,-0.048237,0.050213,0.116704,0.007443,0.040922,0.111870,-0.053423,,,,,,,,,,0.259608,0.158133,0.103316,0.230195,0.138639,0.129725,0.219107,0.149397,0.086389
946,7.883000,-0.129985,-0.235135,0.006681,0.963209,0.058476,0.105078,-0.030811,0.084411,0.085532,-0.047934,0.050109,0.117175,0.008175,0.040909,0.112529,-0.052673,0.084528,0.085490,-0.047740,0.050180,0.117112,0.008077,0.040721,0.112642,-0.052712,,,,,,,,,,0.259595,0.156806,0.105198,0.229666,0.137648,0.130716,0.219067,0.149432,0.086968
947,7.892000,-0.123350,-0.236148,0.015029,0.963739,0.057860,0.106088,-0.029916,0.084159,0.087205,-0.047227,0.049284,0.117668,0.009180,0.040137,0.113392,-0.051702,0.083821,0.087487,-0.046764,0.049456,0.117536,0.009016,0.040153,0.113364,-0.051811,,,,,,,,,,0.259830,0.156591,0.105911,0.229335,0.136898,0.131689,0.219422,0.149107,0.087492
