Format Version,1.23,Take Name,Jun12_Rigid_Des_T3,Take Notes,,Capture Frame Rate,120.000000,Export Frame Rate,120.000000,Capture Start Time,2026-06-12 01.07.20.563 PM,Capture Start Frame,8563129,Total Frames in Take,5333,Total Exported Frames,5333,Rotation Type,Quaternion,Length Units,Meters,Coordinate Space,Global

,Type,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
17,0.142000,0.158448,-0.069314,-0.001661,0.984930,-0.244812,0.099729,0.030646,-0.226519,0.096510,-0.001022,-0.239403,0.088255,0.070336,-0.268515,0.114423,0.022625,-0.137045,-0.052301,0.001487,0.989182,-0.032688,0.137373,0.033070,-0.011094,0.139747,0.021457,-0.032086,0.139184,0.058939,-0.054884,0.133190,0.018814,-0.011118,0.139749,0.021543,-0.032033,0.139189,0.058906,-0.054930,0.133181,0.018772,-0.226720,0.096560,-0.000741,-0.239373,0.088265,0.070210,-0.268400,0.114377,0.022547,,,
18,0.150000,0.158261,-0.069148,-0.000992,0.984973,-0.244809,0.099709,0.030665,-0.226515,0.096499,-0.001004,-0.239379,0.088261,0.070359,-0.268532,0.114366,0.022639,-0.137733,-0.052363,0.001621,0.989083,-0.032693,0.137372,0.033079,-0.011099,0.139733,0.021465,-0.032094,0.139218,0.058946,-0.054887,0.133163,0.018826,-0.011126,0.139734,0.021542,-0.032036,0.139226,0.058929,-0.054934,0.133153,0.018771,-0.226709,0.096537,-0.000686,-0.239341,0.088273,0.070206,-0.268432,0.114328,0.022566,,,
19,0.158000,0.158551,-0.069231,-0.001256,0.984920,-0.244806,0.099733,0.030656,-0.226511,0.096534,-0.001013,-0.239386,0.088258,0.070344,-0.268522,0.114408,0.022638,-0.136818,-0.052398,0.000598,0.989209,-0.032678,0.137405,0.033080,-0.011075,0.139748,0.021477,-0.032084,0.139200,0.058950,-0.054874,0.133268,0.018812,-0.011124,0.139745,0.021533,-0.032030,0.139209,0.058961,-0.054897,0.133260,0.018742,-0.226725,0.096582,-0.000693,-0.239346,0.088264,0.070209,-0.268414,0.114368,0.022550,,,
20,0.167000,0.158841,-0.069229,-0.001203,0.984873,-0.244801,0.099710,0.030677,-0.226504,0.096532,-0.000994,-0.239380,0.088212,0.070358,-0.268518,0.114386,0.022666,-0.137183,-0.052296,0.000536,0.989164,-0.032684,0.137376,0.033061,-0.011083,0.139706,0.021453,-0.032085,0.139189,0.058930,-0.054884,0.133232,0.018799,-0.011112,0.139706,0.021521,-0.032034,0.139196,0.058917,-0.054923,0.133223,0.018748,-0.226691,0.096569,-0.000694,-0.239338,0.088217,0.070227,-0.268428,0.114355,0.022585,,,
21,0.175000,0.158002,-0.068907,-0.001304,0.985031,-0.244806,0.099749,0.030673,-0.226532,0.096513,-0.001005,-0.239360,0.088317,0.070370,-0.268526,0.114416,0.022654,-0.137311,-0.052125,0.001232,0.989155,-0.032669,0.137384,0.033060,-0.011077,0.139739,0.021440,-0.032059,0.139207,0.058928,-0.054871,0.133206,0.018812,-0.011120,0.139738,0.021525,-0.031998,0.139214,0.058908,-0.054908,0.133197,0.018755,-0.226725,0.096557,-0.000720,-0.239323,0.088322,0.070249,-0.268427,0.114380,0.022571,,,
22,0.183000,0.158407,-0.069129,-0.000283,0.984951,-0.244798,0.099741,0.030673,-0.226493,0.096564,-0.000994,-0.239360,0.088293,0.070366,-0.268541,0.114367,0.022645,-0.137318,-0.052355,0.001841,0.989141,-0.032674,0.137411,0.033065,-0.011082,0.139792,0.021451,-0.032074,0.139237,0.058933,-0.054867,0.133204,0.018810,-0.011124,0.139792,0.021542,-0.032019,0.139243,0.058901,-0.054900,0.133196,0.018766,-0.226683,0.096611,-0.000732,-0.239335,0.088306,0.070241,-0.268425,0.114319,0.022577,,,
23,0.192000,0.158860,-0.069041,-0.001623,0.984883,-0.244800,0.099737,0.030657,-0.226522,0.096548,-0.001023,-0.239367,0.088232,0.070335,-0.268510,0.114432,0.022660,-0.137271,-0.052324,0.001082,0.989150,-0.032667,0.137397,0.033069,-0.011070,0.139748,0.021459,-0.032068,0.139217,0.058938,-0.054864,0.133226,0.018811,-0.011132,0.139745,0.021551,-0.032017,0.139223,0.058906,-0.054878,0.133221,0.018772,-0.226721,0.096590,-0.000710,-0.239329,0.088241,0.070193,-0.268408,0.114394,0.022580,,,
24,0.200000,0.158479,-0.069074,-0.000973,0.984943,-0.244829,0.099708,0.030666,-0.226539,0.096513,-0.001007,-0.239394,0.088243,0.070354,-0.268555,0.114367,0.022650,-0.137074,-0.052154,0.001256,0.989186,-0.032683,0.137385,0.033091,-0.011090,0.139747,0.021473,-0.032074,0.139196,0.058960,-0.054884,0.133212,0.018840,-0.011122,0.139747,0.021549,-0.032015,0.139204,0.058947,-0.054928,0.133202,0.018780,-0.226730,0.096555,-0.000717,-0.239369,0.088263,0.070198,-0.268439,0.114316,0.022590,,,
25,0.208000,0.158054,-0.068790,-0.001178,0.985031,-0.244844,0.099716,0.030685,-0.226575,0.096488,-0.000996,-0.239387,0.088283,0.070380,-0.268569,0.114377,0.022672,-0.137221,-0.051977,0.001017,0.989175,-0.032668,0.137432,0.033084,-0.011078,0.139780,0.021460,-0.032051,0.139250,0.058953,-0.054876,0.133268,0.018841,-0.011115,0.139779,0.021531,-0.031993,0.139258,0.058945,-0.054914,0.133258,0.018779,-0.226766,0.096525,-0.000677,-0.239356,0.088304,0.070203,-0.268460,0.114330,0.022613,,,
26,0.217000,0.157983,-0.069250,-0.001269,0.985010,-0.244832,0.099711,0.030677,-0.226537,0.096473,-0.000989,-0.239414,0.088280,0.070378,-0.268546,0.114379,0.022641,-0.136928,-0.052046,0.001368,0.989212,-0.032673,0.137425,0.033083,-0.011084,0.139794,0.021460,-0.032058,0.139228,0.058952,-0.054877,0.133251,0.018836,-0.011136,0.139793,0.021551,-0.031998,0.139235,0.058929,-0.054907,0.133243,0.018780,-0.226718,0.096508,-0.000692,-0.239386,0.088299,0.070213,-0.268441,0.114334,0.022583,,,
27,0.225000,0.158503,-0.068971,-0.001248,0.984946,-0.244800,0.099720,0.030669,-0.226520,0.096519,-0.001010,-0.239358,0.088249,0.070355,-0.268520,0.114392,0.022661,-0.136942,-0.052307,0.001952,0.989195,-0.032684,0.137396,0.033084,-0.011094,0.139792,0.021469,-0.032081,0.139203,0.058953,-0.054878,0.133194,0.018830,-0.011128,0.139791,0.021541,-0.032025,0.139211,0.058943,-0.054917,0.133185,0.018771,-0.226719,0.096565,-0.000717,-0.239326,0.088261,0.070219,-0.268409,0.114347,0.022586,,,
28,0.233000,0.158305,-0.069294,-0.000921,0.984955,-0.244800,0.099715,0.030649,-0.226496,0.096509,-0.001015,-0.239382,0.088264,0.070344,-0.268523,0.114371,0.022617,-0.137108,-0.052096,0.000672,0.989185,-0.032675,0.137409,0.033067,-0.011080,0.139746,0.021450,-0.032066,0.139219,0.058936,-0.054881,0.133262,0.018815,-0.011118,0.139746,0.021535,-0.032004,0.139227,0.058916,-0.054923,0.133252,0.018757,-0.226682,0.096550,-0.000730,-0.239344,0.088270,0.070218,-0.268427,0.114335,0.022538,,,
29,0.242000,0.158542,-0.069178,-0.000861,0.984925,-0.244808,0.099720,0.030660,-0.226510,0.096533,-0.001009,-0.239380,0.088252,0.070348,-0.268535,0.114376,0.022640,-0.137028,-0.052332,0.001869,0.989182,-0.032667,0.137397,0.033084,-0.011075,0.139786,0.021470,-0.032065,0.139208,0.058953,-0.054860,0.133196,0.018829,-0.011117,0.139785,0.021535,-0.032009,0.139216,0.058953,-0.054891,0.133187,0.018765,-0.226708,0.096590,-0.000769,-0.239357,0.088261,0.070250,-0.268413,0.114326,0.022562,,,
30,0.250000,0.157992,-0.069032,-0.001812,0.985023,-0.244783,0.099753,0.030667,-0.226510,0.096499,-0.001010,-0.239353,0.088313,0.070363,-0.268487,0.114445,0.022647,-0.137116,-0.051955,0.001301,0.989191,-0.032666,0.137433,0.033068,-0.011079,0.139795,0.021441,-0.032047,0.139246,0.058936,-0.054873,0.133258,0.018826,-0.011126,0.139794,0.021530,-0.031978,0.139255,0.058921,-0.054914,0.133248,0.018758,-0.226704,0.096547,-0.000732,-0.239329,0.088331,0.070221,-0.268366,0.114393,0.022583,,,
31,0.258000,0.158358,-0.069406,-0.000837,0.984939,-0.244775,0.099760,0.030676,-0.226462,0.096561,-0.000984,-0.239365,0.088307,0.070371,-0.268497,0.114414,0.022640,-0.136893,-0.052287,0.001019,0.989204,-0.032664,0.137450,0.033059,-0.011067,0.139808,0.021449,-0.032063,0.139251,0.058929,-0.054862,0.133292,0.018799,-0.011105,0.139807,0.021521,-0.032010,0.139258,0.058916,-0.054895,0.133284,0.018745,-0.226667,0.096608,-0.000683,-0.239332,0.088319,0.070233,-0.268384,0.114369,0.022563,,,
