Format Version,1.23,Take Name,Jun16_Granular_0_T1,Take Notes,,Capture Frame Rate,120.000000,Export Frame Rate,120.000000,Capture Start Time,2026-06-16 05.30.39.014 PM,Capture Start Frame,263615,Total Frames in Take,3564,Total Exported Frames,3564,Rotation Type,Quaternion,Length Units,Meters,Coordinate Space,Global

,Type,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
16,0.133000,0.150250,-0.020770,-0.014207,0.988328,0.009285,0.105823,0.118085,0.024286,0.101930,0.084802,0.018526,0.094877,0.157212,-0.014958,0.120661,0.112239,0.806386,0.190215,-0.556476,0.062408,0.223281,0.141542,0.110519,0.242791,0.145110,0.095910,0.200311,0.139305,0.098677,0.226741,0.140212,0.136970,0.243441,0.145136,0.096810,0.199940,0.139249,0.098782,0.226852,0.140262,0.136453,0.023965,0.102088,0.084997,0.018502,0.094892,0.157202,-0.014676,0.120518,0.112097,,,,,,,,,
17,0.142000,0.150892,-0.018899,-0.006288,0.988350,0.009094,0.105629,0.118235,0.024113,0.102013,0.084930,0.018564,0.094796,0.157340,-0.015394,0.120077,0.112436,0.806459,0.189768,-0.556526,0.062375,0.223252,0.141554,0.110515,0.242766,0.145100,0.095905,0.200281,0.139329,0.098673,0.226710,0.140233,0.136967,0.243428,0.145128,0.096782,0.199911,0.139274,0.098777,0.226815,0.140280,0.136466,0.023977,0.102074,0.085032,0.018488,0.094854,0.157230,-0.015150,0.119940,0.112447,,,,,,,,,
18,0.150000,0.150397,-0.019067,-0.007718,0.988412,0.009105,0.105650,0.118207,0.024110,0.101959,0.084903,0.018547,0.094827,0.157320,-0.015342,0.120163,0.112396,0.806308,0.189142,-0.556971,0.062261,0.223243,0.141498,0.110514,0.242748,0.145011,0.095885,0.200259,0.139291,0.098693,0.226722,0.140191,0.136964,0.243406,0.145037,0.096786,0.199892,0.139237,0.098785,0.226834,0.140238,0.136483,0.023939,0.102038,0.085024,0.018488,0.094871,0.157240,-0.015089,0.120026,0.112360,,,,,,,,,
19,0.158000,0.150112,-0.018635,-0.006463,0.988472,0.009061,0.105627,0.118198,0.024059,0.101955,0.084889,0.018550,0.094853,0.157314,-0.015427,0.120074,0.112391,0.806228,0.189677,-0.556928,0.062046,0.223236,0.141536,0.110475,0.242736,0.145076,0.095846,0.200252,0.139325,0.098656,0.226720,0.140207,0.136923,0.243418,0.145101,0.096797,0.199881,0.139271,0.098734,0.226840,0.140253,0.136462,0.023916,0.102023,0.084977,0.018475,0.094907,0.157228,-0.015165,0.119928,0.112391,,,,,,,,,
20,0.167000,0.150245,-0.018749,-0.005952,0.988453,0.009046,0.105633,0.118161,0.024061,0.101984,0.084857,0.018531,0.094859,0.157278,-0.015454,0.120057,0.112348,0.806260,0.188792,-0.557169,0.062168,0.223255,0.141543,0.110473,0.242757,0.145039,0.095835,0.200266,0.139348,0.098661,0.226743,0.140243,0.136922,0.243439,0.145065,0.096775,0.199896,0.139295,0.098729,0.226864,0.140287,0.136489,0.023915,0.102051,0.084958,0.018453,0.094916,0.157176,-0.015191,0.119910,0.112353,,,,,,,,,
21,0.175000,0.150095,-0.018775,-0.006222,0.988474,0.009057,0.105603,0.118159,0.024068,0.101936,0.084856,0.018537,0.094835,0.157279,-0.015435,0.120038,0.112343,0.806231,0.189152,-0.557091,0.062147,0.223271,0.141535,0.110481,0.242771,0.145048,0.095846,0.200283,0.139331,0.098667,0.226758,0.140224,0.136929,0.243465,0.145076,0.096790,0.199909,0.139277,0.098753,0.226874,0.140270,0.136458,0.023934,0.101999,0.084935,0.018459,0.094890,0.157193,-0.015176,0.119893,0.112353,,,,,,,,,
22,0.183000,0.150235,-0.018795,-0.006008,0.988453,0.009069,0.105616,0.118154,0.024086,0.101965,0.084851,0.018550,0.094841,0.157272,-0.015428,0.120043,0.112339,0.805937,0.189959,-0.557194,0.062580,0.223244,0.141527,0.110487,0.242731,0.145079,0.095845,0.200255,0.139282,0.098683,0.226745,0.140220,0.136934,0.243439,0.145109,0.096802,0.199879,0.139227,0.098766,0.226862,0.140266,0.136469,0.023934,0.102034,0.084963,0.018473,0.094899,0.157164,-0.015162,0.119895,0.112339,,,,,,,,,
23,0.192000,0.150235,-0.018732,-0.006516,0.988451,0.009044,0.105576,0.118137,0.024048,0.101910,0.084830,0.018525,0.094791,0.157252,-0.015441,0.120027,0.112329,0.806527,0.185428,-0.557842,0.062786,0.223284,0.141418,0.110472,0.242801,0.144745,0.095815,0.200282,0.139277,0.098674,0.226769,0.140231,0.136927,0.243610,0.144785,0.096784,0.199887,0.139222,0.098766,0.226877,0.140273,0.136466,0.023912,0.101973,0.084917,0.018446,0.094848,0.157155,-0.015184,0.119882,0.112341,,,,,,,,,
24,0.200000,0.149929,-0.018609,-0.005987,0.988504,0.009060,0.105582,0.118140,0.024065,0.101911,0.084834,0.018556,0.094832,0.157260,-0.015441,0.120003,0.112324,0.807014,0.184749,-0.557439,0.062115,0.223294,0.141437,0.110468,0.242832,0.144733,0.095833,0.200300,0.139348,0.098645,0.226749,0.140230,0.136926,0.243608,0.144772,0.096757,0.199913,0.139295,0.098736,0.226854,0.140271,0.136474,0.023923,0.101974,0.084949,0.018477,0.094893,0.157137,-0.015191,0.119863,0.112336,,,,,,,,,
25,0.208000,0.149878,-0.019797,-0.009704,0.988459,0.009129,0.105661,0.118098,0.024147,0.101876,0.084810,0.018494,0.094837,0.157230,-0.015252,0.120271,0.112253,0.806475,0.188385,-0.557030,0.061862,0.223281,0.141489,0.110477,0.242792,0.144966,0.095848,0.200294,0.139320,0.098656,0.226757,0.140182,0.136928,0.243542,0.145001,0.096771,0.199911,0.139264,0.098749,0.226863,0.140226,0.136465,0.023924,0.101979,0.084971,0.018442,0.094877,0.157154,-0.014969,0.120121,0.112181,,,,,,,,,
26,0.217000,0.149847,-0.020434,-0.013704,0.988403,0.009221,0.105745,0.118038,0.024209,0.101842,0.084751,0.018495,0.094842,0.157170,-0.015041,0.120552,0.112194,0.806156,0.188929,-0.557268,0.062208,0.223268,0.141509,0.110486,0.242765,0.145011,0.095843,0.200276,0.139307,0.098680,0.226764,0.140209,0.136934,0.243472,0.145039,0.096808,0.199900,0.139253,0.098762,0.226882,0.140255,0.136468,0.023915,0.101987,0.084920,0.018465,0.094861,0.157161,-0.014744,0.120401,0.112056,,,,,,,,,
27,0.225000,0.150151,-0.018776,-0.005126,0.988472,0.009044,0.105557,0.118139,0.024074,0.101925,0.084840,0.018534,0.094807,0.157261,-0.015478,0.119940,0.112315,0.806433,0.189758,-0.556604,0.062044,0.223293,0.141540,0.110523,0.242804,0.145085,0.095909,0.200318,0.139330,0.098686,0.226758,0.140204,0.136973,0.243433,0.145109,0.096777,0.199953,0.139275,0.098789,0.226866,0.140253,0.136466,0.023934,0.101987,0.084952,0.018465,0.094860,0.157153,-0.015244,0.119811,0.112314,,,,,,,,,
28,0.233000,0.149785,-0.019005,-0.006592,0.988514,0.009045,0.105602,0.118114,0.024064,0.101903,0.084818,0.018503,0.094851,0.157244,-0.015434,0.120054,0.112281,0.806287,0.189356,-0.556951,0.062062,0.223277,0.141527,0.110507,0.242780,0.145051,0.095878,0.200293,0.139324,0.098687,0.226759,0.140206,0.136956,0.243464,0.145078,0.096808,0.199920,0.139269,0.098777,0.226873,0.140253,0.136478,0.023909,0.101975,0.084920,0.018443,0.094894,0.157172,-0.015188,0.119921,0.112253,,,,,,,,,
29,0.242000,0.150482,-0.018988,-0.005203,0.988417,0.009023,0.105582,0.118145,0.024066,0.101969,0.084850,0.018496,0.094804,0.157263,-0.015493,0.119974,0.112321,0.807003,0.185584,-0.557219,0.061735,0.223313,0.141433,0.110505,0.242850,0.144772,0.095877,0.200322,0.139342,0.098677,0.226767,0.140187,0.136961,0.243639,0.144814,0.096761,0.199931,0.139287,0.098781,0.226862,0.140228,0.136495,0.023930,0.102032,0.084942,0.018422,0.094858,0.157169,-0.015248,0.119837,0.112327,,,,,,,,,
30,0.250000,0.150348,-0.018610,-0.005312,0.988444,0.008984,0.105527,0.118150,0.024001,0.101904,0.084845,0.018486,0.094758,0.157265,-0.015535,0.119920,0.112342,0.806641,0.188093,-0.556885,0.061891,0.223289,0.141485,0.110500,0.242809,0.144948,0.095879,0.200307,0.139323,0.098669,0.226752,0.140184,0.136952,0.243521,0.144980,0.096778,0.199932,0.139269,0.098758,0.226859,0.140227,0.136494,0.023886,0.101957,0.084922,0.018421,0.094806,0.157182,-0.015329,0.119805,0.112350,,,,,,,,,
31,0.258000,0.150001,-0.018464,-0.005451,0.988498,0.008982,0.105536,0.118173,0.023986,0.101886,0.084864,0.018494,0.094792,0.157291,-0.015536,0.119931,0.112362,0.806184,0.189853,-0.556941,0.061968,0.223265,0.141515,0.110505,0.242763,0.145064,0.095875,0.200280,0.139303,0.098688,0.226753,0.140178,0.136952,0.243462,0.145094,0.096782,0.199907,0.139247,0.098780,0.226862,0.140224,0.136482,0.023851,0.101948,0.084954,0.018419,0.094847,0.157196,-0.015288,0.119792,0.112371,,,,,,,,,
32,0.267000,0.150051,-0.018147,-0.005471,0.988497,0.008959,0.105498,0.118183,0.023942,0.101853,0.084865,0.018497,0.094751,0.157294,-0.015563,0.119892,0.112390,0.805972,0.190062,-0.557114,0.062534,0.223261,0.141495,0.110503,0.242751,0.145053,0.095864,0.200275,0.139250,0.098695,0.226759,0.140182,0.136950,0.243409,0.145079,0.096770,0.199908,0.139196,0.098783,0.226873,0.140229,0.136475,0.023804,0.101916,0.084960,0.018416,0.094810,0.157190,-0.015303,0.119746,0.112403,,,,,,,,,
33,0.275000,0.146140,-0.016204,-0.010629,0.989074,0.008832,0.105267,0.118239,0.023597,0.101220,0.084870,0.018480,0.094727,0.157380,-0.015580,0.119855,0.112468,0.806893,0.185231,-0.557427,0.062352,0.223263,0.141426,0.110473,0.242796,0.144745,0.095836,0.200270,0.139313,0.098652,0.226722,0.140218,0.136930,0.243648,0.144789,0.096827,0.199866,0.139258,0.098740,0.226832,0.140260,0.136476,0.023265,0.101363,0.085212,0.018414,0.094784,0.157224,-0.015315,0.119710,0.112432,,,,,,,,,
34,0.283000,0.144983,-0.015446,-0.011965,0.989241,0.008805,0.105229,0.118274,0.023495,0.101069,0.084886,0.018502,0.094754,0.157420,-0.015582,0.119863,0.112516,0.806217,0.188916,-0.557167,0.062377,0.223293,0.141494,0.110522,0.242793,0.144995,0.095884,0.200305,0.139286,0.098710,0.226781,0.140200,0.136971,0.243505,0.145030,0.096767,0.199927,0.139229,0.098817,0.226880,0.140245,0.136479,0.023076,0.101254,0.085319,0.018434,0.094814,0.157251,-0.015285,0.119700,0.112463,,,,,,,,,
35,0.292000,0.150077,-0.017930,-0.005282,0.988498,0.008932,0.105448,0.118303,0.023905,0.101810,0.084979,0.018490,0.094702,0.157410,-0.015598,0.119831,0.112520,0.806938,0.185547,-0.557210,0.062767,0.223331,0.141414,0.110554,0.242869,0.144749,0.095927,0.200347,0.139276,0.098722,0.226778,0.140216,0.137013,0.243593,0.144786,0.096793,0.199963,0.139221,0.098847,0.226870,0.140260,0.136490,0.023722,0.101887,0.085152,0.018423,0.094758,0.157274,-0.015342,0.119692,0.112495,,,,,,,,,
