Format Version,1.23,Take Name,pronk,Take Notes,,Capture Frame Rate,120.000000,Export Frame Rate,120.000000,Capture Start Time,2026-06-23 06.39.35.709 PM,Capture Start Frame,44738935,Total Frames in Take,7094,Total Exported Frames,7094,Rotation Type,Quaternion,Length Units,Meters,Coordinate Space,Global

,Type,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
834,6.950000,0.147545,-0.026305,-0.046429,0.987615,-0.133937,0.122346,0.033823,-0.119186,0.117348,0.000576,-0.125473,0.110975,0.073005,-0.157150,0.138715,0.027887,-0.107042,0.015494,-0.024019,0.993844,0.079808,0.143895,0.021064,0.099890,0.145706,0.006914,0.083770,0.143924,0.046699,0.055764,0.142055,0.009579,0.099436,0.145679,0.006019,0.083482,0.143868,0.049558,0.056560,0.142126,0.009051,-0.119339,0.117504,0.000201,-0.125526,0.110983,0.073188,-0.156988,0.138611,0.027865,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
835,6.958000,0.148508,-0.026259,-0.045240,0.987527,-0.133923,0.122350,0.033747,-0.119148,0.117450,0.000496,-0.125446,0.110926,0.072911,-0.157173,0.138675,0.027834,-0.105984,0.015320,-0.026272,0.993903,0.079808,0.143950,0.021086,0.099910,0.145700,0.006958,0.083747,0.143910,0.046725,0.055766,0.142241,0.009576,0.099410,0.145674,0.005998,0.083460,0.143849,0.049574,0.056626,0.142315,0.009014,-0.119244,0.117566,0.000143,-0.125491,0.110929,0.073097,-0.157051,0.138596,0.027819,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
836,6.967000,0.148189,-0.026946,-0.047369,0.987457,-0.133881,0.122322,0.033637,-0.119105,0.117337,0.000399,-0.125482,0.110883,0.072813,-0.157055,0.138747,0.027698,-0.110274,0.019829,-0.017913,0.993542,0.079647,0.143737,0.021044,0.099564,0.145687,0.006681,0.083865,0.143969,0.046637,0.055511,0.141556,0.009814,0.099432,0.145679,0.006025,0.083483,0.143915,0.049576,0.056086,0.141613,0.009281,-0.119243,0.117473,0.000107,-0.125517,0.110881,0.072986,-0.156922,0.138664,0.027653,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
837,6.975000,0.148733,-0.026122,-0.045829,0.987469,-0.133913,0.122291,0.033585,-0.119159,0.117391,0.000325,-0.125433,0.110838,0.072740,-0.157148,0.138645,0.027690,-0.107969,0.015741,-0.021960,0.993787,0.079793,0.143866,0.021056,0.099854,0.145733,0.006883,0.083780,0.143957,0.046687,0.055746,0.141908,0.009598,0.099435,0.145706,0.006019,0.083467,0.143902,0.049618,0.056502,0.141978,0.009099,-0.119228,0.117472,0.000088,-0.125460,0.110832,0.072904,-0.157059,0.138590,0.027658,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
838,6.983000,0.148501,-0.027130,-0.047518,0.987397,-0.133856,0.122316,0.033548,-0.119070,0.117347,0.000313,-0.125475,0.110849,0.072720,-0.157022,0.138752,0.027612,-0.107169,0.015327,-0.024784,0.993814,0.079813,0.143941,0.021068,0.099905,0.145718,0.006927,0.083762,0.143972,0.046705,0.055772,0.142133,0.009571,0.099444,0.145690,0.006030,0.083480,0.143917,0.049576,0.056574,0.142203,0.009036,-0.119208,0.117485,0.000009,-0.125507,0.110842,0.072913,-0.156890,0.138672,0.027555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
839,6.992000,0.149630,-0.026806,-0.045728,0.987320,-0.133861,0.122341,0.033570,-0.119057,0.117500,0.000324,-0.125438,0.110820,0.072717,-0.157088,0.138705,0.027669,-0.106698,0.015127,-0.027201,0.993804,0.079818,0.143994,0.021107,0.099931,0.145687,0.006986,0.083743,0.143985,0.046747,0.055780,0.142311,0.009586,0.099416,0.145660,0.006029,0.083481,0.143931,0.049566,0.056649,0.142384,0.009005,-0.119144,0.117603,0.000018,-0.125476,0.110819,0.072892,-0.156978,0.138635,0.027649,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
840,7.000000,0.148828,-0.026889,-0.045538,0.987448,-0.133886,0.122325,0.033586,-0.119076,0.117434,0.000350,-0.125465,0.110871,0.072753,-0.157117,0.138672,0.027655,-0.105620,0.015250,-0.028273,0.993888,0.079825,0.144057,0.021100,0.099943,0.145736,0.006985,0.083749,0.143984,0.046741,0.055784,0.142451,0.009575,0.099436,0.145712,0.006037,0.083478,0.143924,0.049608,0.056644,0.142522,0.009002,-0.119182,0.117560,-0.000023,-0.125509,0.110870,0.072957,-0.156990,0.138590,0.027630,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
841,7.008000,0.149532,-0.027310,-0.044017,0.987399,-0.133909,0.122350,0.033598,-0.119040,0.117544,0.000376,-0.125507,0.110870,0.072762,-0.157179,0.138636,0.027657,-0.105609,0.015293,-0.028634,0.993878,0.079798,0.144050,0.021126,0.099916,0.145714,0.007010,0.083722,0.143974,0.046767,0.055755,0.142461,0.009602,0.099400,0.145690,0.006034,0.083443,0.143913,0.049603,0.056635,0.142533,0.009024,-0.119132,0.117666,-0.000025,-0.125557,0.110870,0.072982,-0.157051,0.138554,0.027642,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
842,7.017000,0.149097,-0.027002,-0.044301,0.987461,-0.133965,0.122267,0.033467,-0.119123,0.117426,0.000238,-0.125540,0.110815,0.072634,-0.157232,0.138559,0.027529,-0.104966,0.015474,-0.028886,0.993936,0.079791,0.144056,0.021102,0.099907,0.145728,0.006982,0.083722,0.143945,0.046741,0.055744,0.142496,0.009581,0.099398,0.145706,0.006014,0.083434,0.143880,0.049615,0.056616,0.142568,0.009012,-0.119209,0.117530,-0.000079,-0.125577,0.110799,0.072897,-0.157116,0.138490,0.027476,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
843,7.025000,0.149439,-0.027557,-0.043980,0.987408,-0.133993,0.122192,0.033356,-0.119108,0.117379,0.000142,-0.125611,0.110720,0.072526,-0.157261,0.138477,0.027400,-0.105766,0.015685,-0.029258,0.993837,0.079760,0.144041,0.021086,0.099871,0.145674,0.006956,0.083701,0.143967,0.046724,0.055707,0.142480,0.009577,0.099361,0.145651,0.005994,0.083421,0.143908,0.049597,0.056577,0.142550,0.009004,-0.119242,0.117508,-0.000125,-0.125626,0.110689,0.072795,-0.157130,0.138408,0.027284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
844,7.033000,0.147888,-0.028118,-0.046676,0.987502,-0.133983,0.122083,0.033258,-0.119120,0.117088,0.000061,-0.125671,0.110682,0.072464,-0.157159,0.138480,0.027249,-0.105542,0.015566,-0.029712,0.993849,0.079767,0.144057,0.021072,0.099885,0.145679,0.006950,0.083699,0.143970,0.046711,0.055717,0.142523,0.009554,0.099372,0.145656,0.006002,0.083433,0.143910,0.049604,0.056584,0.142593,0.008973,-0.119314,0.117239,-0.000077,-0.125651,0.110632,0.072707,-0.157020,0.138417,0.027045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
845,7.042000,0.148164,-0.027825,-0.045294,0.987533,-0.133961,0.122115,0.033237,-0.119089,0.117178,0.000035,-0.125611,0.110718,0.072436,-0.157184,0.138448,0.027239,-0.105328,0.015618,-0.030016,0.993862,0.079757,0.144048,0.021080,0.099876,0.145663,0.006958,0.083690,0.143947,0.046719,0.055706,0.142534,0.009562,0.099356,0.145641,0.005991,0.083419,0.143886,0.049592,0.056587,0.142604,0.008978,-0.119301,0.117350,-0.000174,-0.125606,0.110674,0.072703,-0.157024,0.138370,0.027052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
846,7.050000,0.149030,-0.027839,-0.045015,0.987415,-0.133946,0.122161,0.033270,-0.119064,0.117291,0.000063,-0.125596,0.110702,0.072451,-0.157177,0.138492,0.027297,-0.105889,0.015594,-0.029899,0.993806,0.079754,0.144072,0.021092,0.099872,0.145677,0.006968,0.083687,0.144001,0.046731,0.055703,0.142539,0.009576,0.099354,0.145653,0.005999,0.083412,0.143943,0.049591,0.056582,0.142608,0.008996,-0.119244,0.117446,-0.000173,-0.125600,0.110665,0.072714,-0.157028,0.138416,0.027142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
847,7.058000,0.148991,-0.027623,-0.043696,0.987486,-0.133938,0.122153,0.033320,-0.119045,0.117318,0.000113,-0.125556,0.110722,0.072503,-0.157213,0.138421,0.027345,-0.105554,0.015400,-0.030607,0.993823,0.079747,0.144077,0.021100,0.099874,0.145663,0.006988,0.083665,0.143984,0.046741,0.055700,0.142584,0.009570,0.099342,0.145640,0.006000,0.083396,0.143926,0.049577,0.056597,0.142654,0.008977,-0.119215,0.117466,-0.000124,-0.125566,0.110693,0.072739,-0.157071,0.138346,0.027216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
848,7.067000,0.148964,-0.026938,-0.043554,0.987516,-0.133984,0.122191,0.033402,-0.119132,0.117362,0.000175,-0.125545,0.110764,0.072573,-0.157275,0.138447,0.027457,-0.105673,0.015508,-0.030388,0.993816,0.079754,0.144070,0.021087,0.099877,0.145661,0.006969,0.083679,0.143985,0.046727,0.055705,0.142564,0.009563,0.099357,0.145638,0.006015,0.083417,0.143926,0.049615,0.056581,0.142633,0.008975,-0.119256,0.117486,-0.000108,-0.125568,0.110743,0.072814,-0.157148,0.138376,0.027370,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
849,7.075000,0.148777,-0.026963,-0.043914,0.987527,-0.133955,0.122196,0.033391,-0.119109,0.117344,0.000166,-0.125522,0.110776,0.072566,-0.157235,0.138466,0.027443,-0.105463,0.015478,-0.030548,0.993833,0.079755,0.144112,0.021064,0.099880,0.145702,0.006949,0.083677,0.144014,0.046705,0.055706,0.142618,0.009538,0.099375,0.145681,0.005991,0.083388,0.143953,0.049618,0.056574,0.142686,0.008969,-0.119268,0.117497,-0.000156,-0.125550,0.110760,0.072801,-0.157088,0.138382,0.027357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
850,7.083000,0.149174,-0.027052,-0.044201,0.987452,-0.133948,0.122171,0.033343,-0.119101,0.117338,0.000115,-0.125527,0.110715,0.072509,-0.157218,0.138460,0.027404,-0.105038,0.015456,-0.030667,0.993875,0.079760,0.144099,0.021083,0.099887,0.145696,0.006972,0.083680,0.143979,0.046724,0.055713,0.142621,0.009553,0.099376,0.145676,0.006011,0.083404,0.143917,0.049598,0.056585,0.142690,0.008977,-0.119248,0.117478,-0.000172,-0.125549,0.110693,0.072749,-0.157079,0.138383,0.027307,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
851,7.092000,0.150090,-0.027574,-0.043183,0.987344,-0.133957,0.122215,0.033348,-0.119053,0.117467,0.000133,-0.125569,0.110706,0.072507,-0.157249,0.138470,0.027405,-0.104928,0.015603,-0.030694,0.993884,0.079742,0.144075,0.021062,0.099866,0.145674,0.006945,0.083669,0.143949,0.046702,0.055691,0.142602,0.009538,0.099358,0.145654,0.006007,0.083405,0.143886,0.049604,0.056551,0.142670,0.008960,-0.119208,0.117621,-0.000206,-0.125599,0.110686,0.072772,-0.157098,0.138385,0.027312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
852,7.100000,0.149315,-0.026993,-0.042651,0.987501,-0.134029,0.122175,0.033358,-0.119154,0.117394,0.000134,-0.125585,0.110738,0.072525,-0.157346,0.138394,0.027414,-0.105456,0.015496,-0.030478,0.993836,0.079750,0.144079,0.021092,0.099875,0.145673,0.006976,0.083674,0.143982,0.046732,0.055702,0.142583,0.009567,0.099346,0.145650,0.006012,0.083419,0.143923,0.049593,0.056587,0.142653,0.008971,-0.119243,0.117498,-0.000166,-0.125616,0.110716,0.072809,-0.157232,0.138329,0.027344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
853,7.108000,0.148681,-0.026674,-0.044982,0.987502,-0.134011,0.122104,0.033309,-0.119204,0.117219,0.000070,-0.125565,0.110671,0.072477,-0.157262,0.138421,0.027379,-0.105253,0.015348,-0.030535,0.993858,0.079739,0.144067,0.021082,0.099868,0.145664,0.006974,0.083655,0.143959,0.046724,0.055694,0.142577,0.009549,0.099355,0.145642,0.006022,0.083383,0.143897,0.049628,0.056564,0.142646,0.008969,-0.119344,0.117345,-0.000152,-0.125577,0.110647,0.072692,-0.157138,0.138355,0.027272,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
854,7.117000,0.149380,-0.027233,-0.042396,0.987495,-0.134037,0.122113,0.033277,-0.119142,0.117342,0.000061,-0.125610,0.110676,0.072448,-0.157358,0.138322,0.027322,-0.105563,0.015474,-0.030772,0.993816,0.079727,0.144079,0.021094,0.099854,0.145658,0.006980,0.083648,0.143986,0.046735,0.055678,0.142594,0.009567,0.099330,0.145635,0.006023,0.083390,0.143927,0.049614,0.056558,0.142663,0.008975,-0.119318,0.117492,-0.000163,-0.125618,0.110645,0.072681,-0.157214,0.138248,0.027186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
855,7.125000,0.149444,-0.027213,-0.042529,0.987480,-0.134040,0.122101,0.033291,-0.119149,0.117331,0.000074,-0.125614,0.110656,0.072460,-0.157358,0.138317,0.027340,-0.105559,0.015362,-0.031207,0.993805,0.079714,0.144121,0.021100,0.099846,0.145682,0.006992,0.083627,0.144024,0.046742,0.055668,0.142656,0.009565,0.099317,0.145660,0.006013,0.083353,0.143965,0.049641,0.056563,0.142725,0.008973,-0.119345,0.117492,-0.000139,-0.125623,0.110630,0.072672,-0.157208,0.138238,0.027209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
856,7.133000,0.148921,-0.026335,-0.043344,0.987548,-0.134090,0.122086,0.033274,-0.119272,0.117264,0.000031,-0.125600,0.110666,0.072436,-0.157397,0.138328,0.027354,-0.105862,0.015551,-0.031139,0.993771,0.079690,0.144061,0.021098,0.099816,0.145616,0.006981,0.083613,0.143980,0.046739,0.055639,0.142587,0.009574,0.099291,0.145593,0.006044,0.083374,0.143925,0.049622,0.056511,0.142654,0.008974,-0.119409,0.117387,-0.000193,-0.125607,0.110635,0.072675,-0.157274,0.138265,0.027232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
857,7.142000,0.149587,-0.026445,-0.042697,0.987472,-0.134076,0.122103,0.033281,-0.119237,0.117343,0.000039,-0.125589,0.110643,0.072433,-0.157401,0.138323,0.027372,-0.106712,0.015697,-0.029038,0.993742,0.079693,0.144063,0.021101,0.099802,0.145679,0.006966,0.083637,0.144040,0.046739,0.055640,0.142470,0.009599,0.099295,0.145654,0.006005,0.083350,0.143984,0.049653,0.056510,0.142539,0.009028,-0.119401,0.117486,-0.000195,-0.125602,0.110619,0.072653,-0.157263,0.138249,0.027257,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
858,7.150000,0.149562,-0.026067,-0.042717,0.987485,-0.134110,0.122084,0.033288,-0.119295,0.117324,0.000035,-0.125593,0.110626,0.072434,-0.157441,0.138302,0.027396,-0.106470,0.015775,-0.028778,0.993774,0.079683,0.144041,0.021094,0.099788,0.145674,0.006955,0.083632,0.144008,0.046731,0.055628,0.142442,0.009595,0.099276,0.145649,0.006009,0.083367,0.143952,0.049633,0.056494,0.142512,0.009014,-0.119429,0.117454,-0.000244,-0.125618,0.110609,0.072650,-0.157312,0.138229,0.027318,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
859,7.158000,0.148125,-0.025910,-0.043104,0.987689,-0.134139,0.122024,0.033306,-0.119347,0.117158,0.000058,-0.125609,0.110672,0.072479,-0.157460,0.138243,0.027380,-0.106876,0.015596,-0.029682,0.993707,0.079679,0.144078,0.021092,0.099794,0.145664,0.006962,0.083615,0.144060,0.046731,0.055627,0.142511,0.009582,0.099270,0.145638,0.006016,0.083363,0.144008,0.049650,0.056504,0.142580,0.008986,-0.119480,0.117284,-0.000205,-0.125630,0.110653,0.072698,-0.157334,0.138173,0.027294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
860,7.167000,0.147668,-0.025889,-0.044057,0.987716,-0.134136,0.121990,0.033309,-0.119365,0.117067,0.000060,-0.125613,0.110655,0.072489,-0.157429,0.138248,0.027378,-0.107653,0.015814,-0.028528,0.993653,0.079695,0.144065,0.021074,0.099797,0.145675,0.006927,0.083649,0.144094,0.046710,0.055639,0.142426,0.009584,0.099291,0.145647,0.005995,0.083388,0.144045,0.049625,0.056494,0.142494,0.009006,-0.119532,0.117213,-0.000184,-0.125634,0.110641,0.072679,-0.157289,0.138169,0.027291,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
861,7.175000,0.147536,-0.027710,-0.048408,0.987483,-0.133922,0.122066,0.033221,-0.119120,0.117003,0.000007,-0.125594,0.110659,0.072422,-0.157051,0.138536,0.027234,-0.107386,0.015672,-0.027294,0.993719,0.079708,0.144045,0.021062,0.099806,0.145713,0.006917,0.083662,0.144069,0.046699,0.055657,0.142353,0.009571,0.099335,0.145687,0.005994,0.083356,0.144014,0.049653,0.056484,0.142421,0.009031,-0.119506,0.117285,-0.000141,-0.125598,0.110626,0.072663,-0.156866,0.138436,0.027068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
862,7.183000,0.147053,-0.027565,-0.050215,0.987468,-0.133946,0.122107,0.033149,-0.119191,0.116965,-0.000074,-0.125625,0.110703,0.072352,-0.157022,0.138655,0.027168,-0.107503,0.015848,-0.027702,0.993692,0.079691,0.144011,0.021096,0.099787,0.145659,0.006945,0.083652,0.144038,0.046731,0.055635,0.142337,0.009611,0.099289,0.145632,0.005996,0.083366,0.143987,0.049633,0.056490,0.142407,0.009048,-0.119565,0.117239,-0.000211,-0.125599,0.110638,0.072674,-0.156835,0.138562,0.026933,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
863,7.192000,0.147670,-0.027856,-0.050808,0.987338,-0.133944,0.122155,0.033141,-0.119180,0.117036,-0.000082,-0.125655,0.110691,0.072333,-0.156996,0.138738,0.027170,-0.107237,0.015772,-0.027717,0.993722,0.079683,0.143997,0.021077,0.099781,0.145652,0.006930,0.083639,0.144010,0.046713,0.055629,0.142329,0.009587,0.099287,0.145625,0.005995,0.083358,0.143957,0.049640,0.056477,0.142399,0.009024,-0.119514,0.117278,-0.000181,-0.125616,0.110615,0.072660,-0.156821,0.138656,0.026914,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
864,7.200000,0.147951,-0.027424,-0.052484,0.987220,-0.133944,0.122205,0.033137,-0.119239,0.117063,-0.000108,-0.125640,0.110686,0.072311,-0.156951,0.138866,0.027209,-0.106797,0.015662,-0.027915,0.993765,0.079695,0.143998,0.021073,0.099797,0.145657,0.006933,0.083643,0.143987,0.046710,0.055643,0.142349,0.009574,0.099314,0.145632,0.006003,0.083355,0.143932,0.049612,0.056480,0.142418,0.009022,-0.119542,0.117278,-0.000159,-0.125579,0.110595,0.072640,-0.156785,0.138796,0.026911,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
865,7.208000,0.148721,-0.026107,-0.048234,0.987357,-0.134063,0.122168,0.033245,-0.119356,0.117202,-0.000026,-0.125608,0.110669,0.072392,-0.157224,0.138633,0.027369,-0.107515,0.015790,-0.027569,0.993696,0.079678,0.144002,0.021068,0.099774,0.145655,0.006919,0.083636,0.144031,0.046704,0.055623,0.142321,0.009581,0.099280,0.145628,0.005989,0.083360,0.143980,0.049617,0.056467,0.142390,0.009018,-0.119517,0.117329,-0.000158,-0.125581,0.110613,0.072644,-0.157108,0.138585,0.027163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
866,7.217000,0.147538,-0.025357,-0.047036,0.987612,-0.134140,0.122082,0.033308,-0.119463,0.117074,0.000030,-0.125607,0.110699,0.072471,-0.157351,0.138474,0.027422,-0.108584,0.015604,-0.026597,0.993609,0.079665,0.143971,0.021078,0.099759,0.145634,0.006928,0.083620,0.144062,0.046714,0.055614,0.142217,0.009592,0.099280,0.145605,0.006013,0.083339,0.144016,0.049635,0.056441,0.142285,0.009040,-0.119591,0.117196,-0.000220,-0.125620,0.110671,0.072722,-0.157228,0.138408,0.027311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
867,7.225000,0.147998,-0.025038,-0.045278,0.987633,-0.134148,0.122048,0.033336,-0.119455,0.117120,0.000053,-0.125571,0.110662,0.072489,-0.157418,0.138361,0.027465,-0.108104,0.015689,-0.026976,0.993650,0.079650,0.143971,0.021075,0.099744,0.145632,0.006925,0.083607,0.144035,0.046711,0.055597,0.142247,0.009589,0.099269,0.145604,0.006014,0.083324,0.143986,0.049641,0.056420,0.142315,0.009040,-0.119590,0.117247,-0.000201,-0.125592,0.110647,0.072690,-0.157292,0.138289,0.027385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
868,7.233000,0.148448,-0.025298,-0.041392,0.987730,-0.134178,0.122035,0.033365,-0.119391,0.117241,0.000104,-0.125582,0.110690,0.072526,-0.157562,0.138174,0.027465,-0.105879,0.015191,-0.027408,0.993885,0.079612,0.143915,0.021082,0.099725,0.145622,0.006964,0.083538,0.143861,0.046723,0.055572,0.142261,0.009560,0.099254,0.145599,0.006011,0.083203,0.143796,0.049679,0.056415,0.142332,0.009029,-0.119545,0.117383,-0.000182,-0.125606,0.110673,0.072744,-0.157423,0.138095,0.027379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
869,7.242000,0.147201,-0.024237,-0.043313,0.987861,-0.134229,0.121970,0.033409,-0.119552,0.117047,0.000119,-0.125564,0.110685,0.072572,-0.157572,0.138178,0.027536,-0.105210,0.014837,-0.026565,0.993985,0.079596,0.143850,0.021082,0.099715,0.145611,0.006978,0.083508,0.143769,0.046725,0.055566,0.142171,0.009544,0.099256,0.145591,0.005987,0.083122,0.143695,0.049683,0.056417,0.142244,0.009039,-0.119668,0.117165,-0.000174,-0.125599,0.110684,0.072741,-0.157450,0.138102,0.027503,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
870,7.250000,0.147588,-0.024038,-0.041742,0.987875,-0.134284,0.121948,0.033416,-0.119588,0.117095,0.000124,-0.125587,0.110664,0.072572,-0.157678,0.138086,0.027552,-0.105753,0.014559,-0.025750,0.993952,0.079574,0.143840,0.021095,0.099695,0.145620,0.006996,0.083477,0.143793,0.046739,0.055551,0.142107,0.009550,0.099235,0.145598,0.006017,0.083100,0.143722,0.049705,0.056398,0.142181,0.009040,-0.119679,0.117196,-0.000163,-0.125623,0.110664,0.072735,-0.157568,0.138017,0.027531,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
871,7.258000,0.147572,-0.023042,-0.039294,0.988002,-0.134379,0.121867,0.033454,-0.119700,0.117086,0.000144,-0.125574,0.110631,0.072600,-0.157862,0.137884,0.027618,-0.104970,0.014425,-0.025621,0.994041,0.079565,0.143839,0.021084,0.099689,0.145647,0.006993,0.083461,0.143753,0.046729,0.055546,0.142118,0.009530,0.099245,0.145627,0.006017,0.083066,0.143676,0.049679,0.056380,0.142192,0.009038,-0.119737,0.117142,-0.000077,-0.125604,0.110629,0.072748,-0.157794,0.137840,0.027610,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
872,7.267000,0.147138,-0.022150,-0.039018,0.988098,-0.134414,0.121850,0.033503,-0.119788,0.117053,0.000172,-0.125533,0.110653,0.072644,-0.157920,0.137842,0.027694,-0.104919,0.014475,-0.026105,0.994033,0.079538,0.143799,0.021093,0.099664,0.145588,0.007003,0.083433,0.143706,0.046738,0.055517,0.142102,0.009539,0.099206,0.145568,0.005999,0.083035,0.143630,0.049680,0.056372,0.142177,0.009040,-0.119865,0.117135,-0.000061,-0.125590,0.110672,0.072774,-0.157775,0.137746,0.027713,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
873,7.275000,0.147326,-0.021063,-0.038635,0.988109,-0.134456,0.121808,0.033565,-0.119892,0.117042,0.000202,-0.125484,0.110604,0.072682,-0.157991,0.137778,0.027810,-0.108819,0.016153,-0.025021,0.993615,0.079599,0.143902,0.020850,0.099668,0.145620,0.006670,0.083591,0.144015,0.046480,0.055538,0.142071,0.009400,0.099240,0.145591,0.005989,0.083110,0.143950,0.049820,0.056340,0.142138,0.009038,-0.119914,0.117084,-0.000002,-0.125575,0.110647,0.072797,-0.157871,0.137689,0.027891,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
874,7.283000,0.146091,-0.019861,-0.037874,0.988346,-0.134518,0.121782,0.033726,-0.120022,0.116960,0.000342,-0.125438,0.110691,0.072850,-0.158096,0.137695,0.027985,-0.110147,0.016027,-0.025910,0.993448,0.079586,0.143933,0.020865,0.099663,0.145578,0.006688,0.083569,0.144108,0.046496,0.055525,0.142112,0.009411,0.099202,0.145546,0.005995,0.083124,0.144056,0.049847,0.056366,0.142179,0.009021,-0.120005,0.116977,0.000136,-0.125536,0.110751,0.072867,-0.158013,0.137626,0.028101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
875,7.292000,0.145038,-0.018584,-0.037525,0.988540,-0.134647,0.121757,0.033959,-0.120229,0.116881,0.000549,-0.125457,0.110755,0.073083,-0.158255,0.137633,0.028246,-0.109747,0.016296,-0.026497,0.993473,0.079582,0.143945,0.020869,0.099656,0.145577,0.006685,0.083575,0.144095,0.046499,0.055515,0.142163,0.009422,0.099201,0.145546,0.006003,0.083137,0.144041,0.049860,0.056343,0.142229,0.009035,-0.120159,0.116870,0.000290,-0.125547,0.110813,0.073081,-0.158187,0.137569,0.028408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
876,7.300000,0.142790,-0.017211,-0.038030,0.988872,-0.134723,0.121712,0.034158,-0.120410,0.116680,0.000726,-0.125421,0.110877,0.073302,-0.158338,0.137579,0.028446,-0.110145,0.015979,-0.026658,0.993429,0.079577,0.143976,0.020859,0.099660,0.145591,0.006687,0.083554,0.144146,0.046491,0.055517,0.142190,0.009399,0.099215,0.145561,0.006006,0.083101,0.144094,0.049846,0.056336,0.142255,0.009020,-0.120356,0.116677,0.000466,-0.125541,0.110957,0.073281,-0.158237,0.137490,0.028634,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
877,7.308000,0.141296,-0.015775,-0.037765,0.989121,-0.134845,0.121659,0.034355,-0.120624,0.116541,0.000896,-0.125420,0.110947,0.073503,-0.158491,0.137487,0.028664,-0.109811,0.015961,-0.027189,0.993452,0.079566,0.143963,0.020855,0.099653,0.145566,0.006687,0.083538,0.144112,0.046488,0.055506,0.142210,0.009389,0.099194,0.145535,0.005989,0.083077,0.144058,0.049845,0.056348,0.142276,0.009005,-0.120567,0.116530,0.000687,-0.125542,0.111033,0.073436,-0.158369,0.137382,0.028892,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
